virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level
Mycobacterium phage EagleEye	NC_023564	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Echild	NC_023553	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Edtherson	NC_029059	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Eish	NC_051651	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Ekdilam	NC_051608	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage EleanorGeorge	NC_051652	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Elph10	JN391441	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Emerson	KJ567045	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Emma	NC_051653	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Empress	NC_051654	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage EmpTee	KJ567044	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Enby	NC_051655	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Enkosi	NC_028936	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Eponine	NC_051590	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Equemioh13	NC_028852	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Eremos	NC_028690	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Estave1	NC_026585	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Estes	NC_053514	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage ET08	NC_013650	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage EvilGenius	NC_031263	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fajezeel	NC_052430	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Fajezeel	NC_052430	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fameo	NC_054809	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fancypants	NC_051656	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fang	GU247133	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Farber	KM233455	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fezzik	JN600672	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage FF47	NC_021063	Mycobacterium avium subsp. paratuberculosis	1770	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC); Mycobacterium avium	subspecies	Mycobacterium avium subsp. paratuberculosis	['GCF_016749935.1', 'GCF_000219085.2', 'GCF_013357385.1', 'GCF_003957335.1', 'GCF_003816035.1', 'GCF_003815815.1', 'GCF_003815795.1', 'GCF_003713045.1', 'GCF_003713025.1', 'GCF_002208705.2', 'GCF_002208705.1', 'GCF_001653355.1', 'GCF_000835265.1', 'GCF_000835225.1', 'GCF_000390085.1', 'GCF_000007865.1', 'GCA_909129705.2', 'GCA_909129595.2', 'GCA_909128855.2', 'GCA_909129805.2', 'GCA_002232005.2']	GCF_016749935.1	Unreference	Complete Genome
Mycobacterium phage FF47	NC_021063	Mycobacterium avium subsp. paratuberculosis ATCC 19698	1074454	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC); Mycobacterium avium; Mycobacterium avium subsp. paratuberculosis	strain	Mycobacterium avium subsp. paratuberculosis ATCC 19698	['GCF_016749935.1', 'GCF_000219085.2', 'GCF_013357385.1', 'GCF_003957335.1', 'GCF_003816035.1', 'GCF_003815815.1', 'GCF_003815795.1', 'GCF_003713045.1', 'GCF_003713025.1', 'GCF_002208705.2', 'GCF_002208705.1', 'GCF_001653355.1', 'GCF_000835265.1', 'GCF_000835225.1', 'GCF_000390085.1', 'GCF_000007865.1', 'GCA_909129705.2', 'GCA_909129595.2', 'GCA_909128855.2', 'GCA_909129805.2', 'GCA_002232005.2']	GCF_016749935.1	Unreference	Complete Genome
Mycobacterium phage Filuzino	NC_051657	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Findley	NC_051598	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Finemlucis	NC_053507	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Firehouse51	NC_051658	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage First	NC_020876	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage First	NC_020876	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage FirstPlacePfu	NC_051735	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Fishburne	NC_021302	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage FlagStaff	NC_028861	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Flathead	NC_051659	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Florinda	NC_028889	Mycolicibacterium smegmatis	1772	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium smegmatis	['GCF_019739075.1', 'GCF_018363015.1', 'GCF_005670685.2', 'GCF_015710575.1', 'GCF_016313185.1', 'GCF_010731815.2', 'GCF_010730955.1', 'GCF_010725885.1', 'GCF_010725725.1', 'GCF_010731895.1', 'GCF_010731875.1', 'GCF_010731855.1', 'GCF_010731735.1', 'GCF_010731695.1', 'GCF_010731615.1', 'GCF_010731575.1', 'GCF_010731295.1', 'GCF_010731115.1', 'GCF_010729895.1', 'GCF_010729665.1', 'GCF_010729305.1', 'GCF_010728925.1', 'GCF_010728325.1', 'GCF_010728155.1', 'GCF_010727475.1', 'GCF_010727325.1', 'GCF_010726955.1', 'GCF_010726645.1', 'GCF_010726245.1', 'GCF_010726085.1', 'GCF_010725485.1', 'GCF_900637205.1', 'GCF_900637195.1', 'GCF_900603025.1', 'GCF_900187065.1', 'GCF_001655245.1', 'GCF_001307545.1', 'GCF_000184435.1', 'GCF_000015305.1']	GCF_019739075.1	Represent	Complete Genome
Mycobacterium phage Florinda	NC_028889	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage FluffyNinja	KP027197	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Flux	JQ809701	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fortunato	NC_055714	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fowlmouth	NC_048734	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Frankie	NC_051660	Mycolicibacterium phlei	1771	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	species	Mycolicibacterium phlei	['GCF_900637085.1', 'GCF_001583415.1']	GCF_900637085.1	Unreference	Complete Genome
Mycobacterium phage Fredward	NC_022753	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Fulbright	NC_054453	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gadjet	NC_023686	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gadost	KP027198	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage GageAP	NC_052431	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gaia	NC_026590	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
Mycobacterium phage Gail	NC_055858	Mycolicibacterium smegmatis MC2 155	246196	Bacteria; Terrabacteria group; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	strain	Mycolicibacterium smegmatis MC2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome
