gcf	find_name	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
GCF_003990725.2	Halorubrum sp. PV6	Unreference	Complete Genome	634157	species	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum sp. PV6;t__
GCF_018200015.1	Haloarcula sinaiiensis	Represent	Complete Genome	35742	species	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sinaiiensis;t__
GCF_018228765.1	Halorubrum sodomense	Unreference	Complete Genome	35743	species	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Halorubraceae;g__Halorubrum;s__Halorubrum sodomense;t__
GCF_017821535.1	Helicobacter pylori	Represent	Complete Genome	210	species	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;t__
GCF_000270045.1	Helicobacter pylori F32	Unreference	Complete Genome	102608	strain	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;t__Helicobacter pylori F32
GCF_000178935.2	Helicobacter pylori 35A	Unreference	Complete Genome	585535	strain	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;t__Helicobacter pylori 35A
GCF_000270005.1	Helicobacter pylori F16	Unreference	Complete Genome	866344	strain	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;t__Helicobacter pylori F16
GCF_000270025.1	Helicobacter pylori F30	Unreference	Complete Genome	866345	strain	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;t__Helicobacter pylori F30
GCF_000270065.1	Helicobacter pylori F57	Unreference	Complete Genome	866346	strain	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;t__Helicobacter pylori F57
GCF_000240185.1	Klebsiella pneumoniae	Reference	Complete Genome	573	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__
GCF_002853115.2	Klebsiella pneumoniae subsp. ozaenae	Unreference	Complete Genome	574	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__Klebsiella pneumoniae subsp. ozaenae
GCF_003812925.1	Klebsiella oxytoca	Represent	Complete Genome	571	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella oxytoca;t__
GCF_000009885.1	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	Unreference	Complete Genome	484021	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
GCF_000281535.2	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	Unreference	Complete Genome	1087440	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__Klebsiella pneumoniae subsp. pneumoniae KPNIH1
GCF_000220485.1	Klebsiella pneumoniae KCTC 2242	Unreference	Complete Genome	1049565	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae;t__Klebsiella pneumoniae KCTC 2242
GCF_001676805.1	Levilactobacillus brevis	Represent	Complete Genome	1580	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis;t__
GCF_000829055.1	Lacticaseibacillus casei	Represent	Complete Genome	1582	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus casei;t__
GCF_003269405.1	Lactiplantibacillus plantarum	Represent	Complete Genome	1590	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum;t__
GCF_006151905.1	Lacticaseibacillus rhamnosus	Represent	Complete Genome	47715	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus;t__
GCF_011044195.1	Lactobacillus delbrueckii subsp. bulgaricus	Unreference	Complete Genome	1585	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii;t__Lactobacillus delbrueckii subsp. bulgaricus
GCF_000019245.4	Lacticaseibacillus paracasei	Represent	Complete Genome	1597	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;t__
GCF_021091115.1	Lactobacillus delbrueckii subsp. lactis	Unreference	Complete Genome	29397	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii;t__Lactobacillus delbrueckii subsp. lactis
GCF_000439915.2	Lactobacillus gasseri	Unreference	Complete Genome	1596	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri;t__
GCF_000014465.1	Levilactobacillus brevis ATCC 367	Unreference	Complete Genome	387344	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Levilactobacillus;s__Levilactobacillus brevis;t__Levilactobacillus brevis ATCC 367
GCF_001888925.1	Lactobacillus delbrueckii	Represent	Complete Genome	1584	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus delbrueckii;t__
GCF_019890875.1	Limosilactobacillus fermentum	Unreference	Complete Genome	1613	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum;t__
GCF_003641185.1	Lactiplantibacillus pentosus	Represent	Complete Genome	1589	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus pentosus;t__
GCF_009730255.1	Lactobacillus jensenii	Unreference	Complete Genome	109790	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii;t__
GCF_019443925.1	Lactobacillus helveticus	Unreference	Complete Genome	1587	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helveticus;t__
GCF_014841035.1	Lactobacillus johnsonii	Represent	Complete Genome	33959	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii;t__
GCF_020463755.1	Lactococcus lactis	Represent	Complete Genome	1358	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;t__
GCF_017869415.1	Lactococcus lactis subsp. lactis bv. diacetylactis	Unreference	Complete Genome	44688	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;t__Lactococcus lactis subsp. lactis
GCF_000468955.1	Lactococcus cremoris	Represent	Complete Genome	1359	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris;t__
GCF_022494905.1	Lactococcus lactis subsp. lactis	Unreference	Complete Genome	1360	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;t__Lactococcus lactis subsp. lactis
GCF_000006865.1	Lactococcus lactis subsp. lactis Il1403	Unreference	Complete Genome	272623	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;t__Lactococcus lactis subsp. lactis Il1403
GCF_016026695.1	Lactococcus garvieae	Represent	Complete Genome	1363	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus garvieae;t__
GCF_000269945.1	Lactococcus garvieae Lg2	Unreference	Complete Genome	420890	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus garvieae;t__Lactococcus garvieae Lg2
GCF_000009425.1	Lactococcus lactis subsp. cremoris MG1363	Unreference	Complete Genome	416870	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris;t__Lactococcus lactis subsp. cremoris MG1363
GCF_001518835.1	Leclercia adecarboxylata	Represent	Complete Genome	83655	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Leclercia;s__Leclercia adecarboxylata;t__
GCF_000017685.1	Leptospira biflexa	Represent	Complete Genome	172	species	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira biflexa;t__
GCF_009913915.1	Leuconostoc mesenteroides	Represent	Complete Genome	1245	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides;t__
GCF_002966535.1	Oenococcus oeni	Represent	Complete Genome	1247	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Oenococcus;s__Oenococcus oeni;t__
GCF_016127255.1	Leuconostoc pseudomesenteroides	Represent	Complete Genome	33968	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides;t__
GCF_001047695.1	Leuconostoc mesenteroides subsp. dextranicum	Unreference	Complete Genome	33966	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides;t__Leuconostoc mesenteroides subsp. dextranicum
GCF_009676745.1	Leuconostoc mesenteroides subsp. mesenteroides	Unreference	Complete Genome	33967	subspecies	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides;t__Leuconostoc mesenteroides subsp. mesenteroides
GCF_000023765.2	Candidatus Liberibacter asiaticus str. psy62	Unreference	Complete Genome	537021	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Liberibacter;s__Candidatus Liberibacter asiaticus;t__Candidatus Liberibacter asiaticus str. psy62
GCF_002216815.1	Candidatus Liberibacter asiaticus	Represent	Complete Genome	34021	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Liberibacter;s__Candidatus Liberibacter asiaticus;t__
GCF_000196035.1	Listeria monocytogenes	Reference	Complete Genome	1639	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes;t__
GCF_000568935.1	Listeria monocytogenes WSLC1042	Unreference	Complete Genome	1457188	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes;t__Listeria monocytogenes WSLC1042
GCF_014843315.1	Listeria monocytogenes FSL J1-208	Unreference	Complete Genome	393119	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes;t__Listeria monocytogenes FSL J1-208
GCF_000008285.1	Listeria monocytogenes serotype 4b str. F2365	Unreference	Complete Genome	265669	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes;t__Listeria monocytogenes serotype 4b str. F2365
GCF_002285575.1	Mannheimia haemolytica	Represent	Complete Genome	75985	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica;t__
GCF_000192865.1	Marinomonas mediterranea	Represent	Complete Genome	119864	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinomonas;s__Marinomonas mediterranea;t__
GCF_014189435.1	Mesorhizobium loti	Unreference	Complete Genome	381	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium loti;t__
GCF_000008645.1	Methanothermobacter thermautotrophicus	Represent	Complete Genome	145262	species	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter thermautotrophicus;t__
GCF_900095815.1	Methanothermobacter wolfeii	Unreference	Complete Genome	145261	species	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii;t__
GCF_003367705.1	Microbacterium foliorum	Represent	Complete Genome	104336	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum;t__
GCF_900105335.1	Microbacterium paraoxydans	Represent	Chromosome	199592	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paraoxydans;t__
GCF_004000565.1	Microbacterium oxydans	Unreference	Complete Genome	82380	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium oxydans;t__
GCF_021172085.1	Microcystis aeruginosa	Unreference	Complete Genome	1126	species	k__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa;t__
GCF_902387845.1	Morganella morganii	Represent	Complete Genome	582	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganella morganii;t__
GCF_000767605.1	Mycolicibacterium smegmatis MC2 155	Unreference	Complete Genome	246196	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__Mycolicibacterium smegmatis MC2 155
GCF_013349145.1	Mycolicibacterium smegmatis	Represent	Chromosome	1772	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis;t__
GCF_004028015.1	Mycobacteroides abscessus	Represent	Complete Genome	36809	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides abscessus;t__
GCF_017183915.1	Mycobacteroides abscessus subsp. bolletii	Unreference	Complete Genome	319705	subspecies	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides abscessus;t__Mycobacteroides abscessus subsp. bolletii
GCF_000195955.2	Mycobacterium tuberculosis	Reference	Complete Genome	1773	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis;t__
GCF_001655245.1	Mycolicibacterium vaccae	Represent	Complete Genome	1810	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium vaccae;t__
GCF_016749935.1	Mycobacterium avium subsp. paratuberculosis	Unreference	Complete Genome	1770	subspecies	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium avium;t__Mycobacterium avium subsp. paratuberculosis
GCF_900637085.1	Mycolicibacterium phlei	Unreference	Complete Genome	1771	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium phlei;t__
GCF_022175585.1	Mycobacterium avium	Unreference	Complete Genome	1764	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium avium;t__
GCF_900660715.1	Mycoplasma arthritidis	Represent	Complete Genome	2111	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma arthritidis;t__
GCF_900660575.1	Mycoplasmopsis pulmonis	Represent	Complete Genome	2107	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis pulmonis;t__
GCF_000012685.1	Myxococcus xanthus	Represent	Complete Genome	34	species	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus;t__
GCF_000025625.1	Natrialba magadii	Represent	Complete Genome	13769	species	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrialba;s__Natrialba magadii;t__
GCF_000010325.1	Nitratiruptor sp. SB155-2	Unreference	Complete Genome	387092	species	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Nautiliales;f__Nitratiruptoraceae;g__Nitratiruptor;s__Nitratiruptor sp. SB155-2;t__
GCA_014075315.1	Nitrosopumilus sp.	Unreference	Chromosome	2024843	species	k__Archaea;p__Thaumarchaeota;c__;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp.;t__
GCF_000698785.1	Nitrososphaera viennensis EN76	Represent	Complete Genome	926571	strain	k__Archaea;p__Thaumarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera viennensis;t__Nitrososphaera viennensis EN76
GCF_003054475.1	Nodularia spumigena	Represent	Complete Genome	70799	species	k__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Aphanizomenonaceae;g__Nodularia;s__Nodularia spumigena;t__
GCF_001632305.1	Paenibacillus glucanolyticus	Represent	Chromosome	59843	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus glucanolyticus;t__
GCF_019048385.1	Pantoea agglomerans	Represent	Complete Genome	549	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea agglomerans;t__
GCF_012273055.1	Parabacteroides distasonis	Represent	Chromosome	823	species	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis;t__
GCF_020735605.1	Parabacteroides merdae	Unreference	Complete Genome	46503	species	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae;t__
GCF_019141545.1	Paracoccus marcusii	Represent	Complete Genome	59779	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus marcusii;t__
GCF_000006825.1	Pasteurella multocida	Represent	Complete Genome	747	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella multocida;t__
GCF_000740965.1	Pectobacterium atrosepticum	Represent	Complete Genome	29471	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium atrosepticum;t__
GCF_015277635.1	Pectobacterium carotovorum subsp. carotovorum	Unreference	Complete Genome	555	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum;t__Pectobacterium carotovorum subsp. carotovorum
GCF_013488025.1	Pectobacterium carotovorum	Represent	Complete Genome	554	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium carotovorum;t__
GCF_001742185.1	Pectobacterium wasabiae	Represent	Complete Genome	55208	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae;t__
GCF_000011605.1	Pectobacterium atrosepticum SCRI1043	Unreference	Complete Genome	218491	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__Pectobacterium atrosepticum;t__Pectobacterium atrosepticum SCRI1043
GCF_000012345.1	Candidatus Pelagibacter ubique HTCC1062	Represent	Complete Genome	335992	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Candidatus Pelagibacter;s__Candidatus Pelagibacter ubique;t__Candidatus Pelagibacter ubique HTCC1062
GCF_021768425.1	Photobacterium damselae subsp. damselae	Unreference	Complete Genome	85581	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium damselae;t__Photobacterium damselae subsp. damselae
GCA_003609755.1	Planktothrix agardhii	Unreference	Complete Genome	1160	species	k__Bacteria;p__Cyanobacteria;c__;o__Oscillatoriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix agardhii;t__
GCF_000011465.1	Prochlorococcus marinus subsp. pastoris str. CCMP1986	Unreference	Complete Genome	59919	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus subsp. pastoris str. CCMP1986
GCF_000015705.1	Prochlorococcus marinus str. MIT 9303	Unreference	Complete Genome	59922	strain	k__Bacteria;p__Cyanobacteria;c__;o__Synechococcales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus;t__Prochlorococcus marinus str. MIT 9303
GCF_900087655.1	Propionibacterium freudenreichii	Represent	Complete Genome	1744	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium freudenreichii;t__
GCF_000376705.1	Cutibacterium acnes	Represent	Complete Genome	1747	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes;t__
GCF_022369495.1	Proteus penneri	Unreference	Complete Genome	102862	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri;t__
GCF_016128115.1	Providencia stuartii	Unreference	Complete Genome	588	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia stuartii;t__
GCF_003204135.1	Providencia rettgeri	Represent	Complete Genome	587	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri;t__
GCF_002374815.1	Pseudoalteromonas atlantica	Unreference	Complete Genome	288	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas atlantica;t__
GCF_002407085.1	Pseudoalteromonas marina	Unreference	Complete Genome	267375	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas marina;t__
GCF_002221525.1	Pseudoalteromonas espejiana	Represent	Complete Genome	28107	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas espejiana;t__
GCF_001444405.1	Pseudoalteromonas phenolica	Represent	Complete Genome	161398	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas phenolica;t__
GCF_014524625.1	Pseudomonas chlororaphis	Represent	Complete Genome	587753	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas chlororaphis;t__
GCF_900235835.1	Pseudomonas syringae pv. avii	Unreference	Complete Genome	663959	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae;t__
GCF_016694755.2	Pseudomonas syringae	Represent	Complete Genome	317	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae;t__
GCF_019285655.1	Pseudomonas tolaasii	Unreference	Complete Genome	29442	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas tolaasii;t__
GCF_902172305.2	Pseudomonas aeruginosa PAK	Unreference	Complete Genome	1009714	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa;t__Pseudomonas aeruginosa PAK
GCF_000009225.2	Pseudomonas fluorescens SBW25	Unreference	Complete Genome	216595	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens;t__Pseudomonas fluorescens SBW25
GCF_000496605.2	Pseudomonas aeruginosa PA1	Unreference	Complete Genome	1279007	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa;t__Pseudomonas aeruginosa PA1
GCF_001543125.1	Pseudomonas agarici	Represent	Chromosome	46677	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas agarici;t__
