host	virus	species_tag	genus_tag
GCF_000770155.1	NC_049451.1	0	0
GCF_000770155.1	NC_049453.1	0	0
GCF_000770155.1	NC_016160.1	0	0
GCF_000770155.1	NC_019708.1	0	0
GCF_000770155.1	NC_019768.1	0	0
GCF_000770155.1	NC_002167.1	0	0
GCF_000770155.1	NC_002166.1	0	0
GCF_000770155.1	NC_019709.1	0	0
GCF_000770155.1	NC_019719.1	0	0
GCF_000770155.1	NC_019715.1	0	0
GCF_000770155.1	NC_019714.1	0	0
GCF_000770155.1	NC_019705.1	0	0
GCF_000770155.1	NC_019769.1	0	0
GCF_000770155.1	NC_049926.1	0	0
GCF_000770155.1	NC_019767.1	0	0
GCF_000770155.1	NC_019710.1	0	0
GCF_000770155.1	NC_019721.1	0	0
GCF_000770155.1	NC_016158.1	0	0
GCF_000770155.1	NC_019706.1	0	0
GCF_000770155.1	NC_019720.1	0	0
GCF_000800845.1	CP000711.1	1	1
GCF_000800845.1	NC_049948.1	1	1
GCF_000800845.1	NC_049949.1	1	1
GCF_000800845.1	NC_021857.1	0	0
GCF_000800845.1	NC_009514.1	1	1
GCF_000800845.1	NC_049946.1	1	1
GCF_000800845.1	NC_003444.1	0	0
GCF_000800845.1	NC_019716.1	1	1
GCF_000800845.1	NC_047818.1	0	0
GCF_000800845.1	NC_049954.1	1	1
GCF_000800845.1	NC_049449.1	0	0
GCF_000800845.1	NC_027339.1	0	0
GCF_000800845.1	NC_049342.1	1	1
GCF_000800845.1	NC_049955.1	1	1
GCF_000800845.1	NC_022749.1	0	0
GCF_000800845.1	NC_049953.1	1	1
GCF_000800845.1	NC_049947.1	1	1
GCF_000800845.1	NC_027398.1	0	0
GCF_000800845.1	NC_049952.1	1	1
GCF_000800845.1	NC_049452.1	0	0
GCF_000800845.1	NC_049951.1	1	1
GCF_000800845.1	NC_042057.1	1	1
GCF_000800845.1	NC_001416.1	1	1
GCF_000800845.1	NC_019723.1	1	1
GCF_000800845.1	NC_019711.1	1	1
GCF_000800845.1	NC_019488.1	0	0
GCF_000800845.1	KF030445.1	1	1
GCF_000800845.1	NC_002730.1	1	1
GCF_000800845.1	NC_049941.1	1	1
GCF_000800845.1	NC_019501.1	1	1
GCF_000800845.1	NC_049944.1	1	1
GCF_000800845.1	NC_011357.1	1	1
GCF_000800845.1	NC_049943.1	1	1
GCF_000800845.1	NC_011356.1	1	1
GCF_000800845.1	NC_004313.1	0	0
GCF_000800845.1	NC_019710.1	1	1
GCF_000800845.1	NC_049942.1	1	1
GCF_000800845.1	NC_002167.1	1	1
GCF_000800845.1	NC_004813.1	1	1
GCF_000800845.1	NC_031940.1	0	0
GCF_000800845.1	NC_019767.1	1	1
GCF_000800845.1	NC_019714.1	1	1
GCF_000800845.1	NC_049920.1	1	1
GCF_000800845.1	NC_004913.3	1	1
GCF_000800845.1	KJ909655.1	1	1
GCF_000800845.1	NC_049945.1	1	1
GCF_000800845.1	NC_049921.1	1	1
GCF_000800845.1	NC_004914.3	1	1
GCF_000800845.1	NC_049925.1	1	1
GCF_000800845.1	NC_000924.1	1	1
GCF_000800845.1	NC_000902.1	1	1
GCF_000800845.1	NC_016160.1	1	1
GCF_000800845.1	NC_019706.1	1	1
GCF_000800845.1	AP004402.1	1	1
GCF_000800845.1	NC_027984.1	1	1
GCF_000800845.1	NC_019720.1	1	1
GCF_000800845.1	NC_005344.1	0	0
GCF_000800845.1	AF547987.1	0	0
GCF_000800845.1	NC_019719.1	1	1
GCF_000800845.1	NC_008464.1	1	1
GCF_000800845.1	NC_041935.1	1	1
GCF_000800845.1	NC_011976.1	0	0
GCF_000800845.1	NC_010237.1	1	1
GCF_000800845.1	NC_049924.1	1	1
GCF_000800845.1	NC_019768.1	1	1
GCF_000800845.1	NC_019715.1	1	1
GCF_000800845.1	NC_002166.1	1	1
GCF_000800845.1	NC_049919.1	1	1
GCF_000800845.1	NC_019769.1	1	1
GCF_000800845.1	NC_028696.2	0	0
GCF_000800845.1	NC_049923.1	1	1
GCF_000800845.1	NC_019705.1	1	1
GCF_000800845.1	NC_049922.1	1	1
GCF_000800845.1	NC_049926.1	1	1
GCF_000800845.1	NC_047875.1	0	0
GCF_000800845.1	NC_013059.1	0	0
GCF_000800845.1	NC_019709.1	1	1
GCF_000800845.1	NC_049343.1	1	1
GCF_000800845.1	NC_019708.1	1	1
GCF_000800845.1	NC_025434.1	0	0
GCF_000800845.1	NC_029120.1	0	0
GCF_000800845.1	NC_041848.1	1	1
GCF_000800845.1	KC618326.1	1	1
GCF_000800845.1	NC_028943.1	1	1
GCF_000800845.1	NC_030919.1	0	0
GCF_000800845.1	NC_005841.1	0	0
GCF_000800845.1	NC_028656.1	1	1
GCF_000800845.1	NC_002371.2	0	0
GCF_000800845.1	BK000583.1	0	0
GCF_000800845.1	AF527608.1	0	0
GCF_000800845.1	NC_031019.1	0	0
GCF_000800845.1	NC_031946.1	0	0
GCF_000800845.1	NC_004348.1	0	0
GCF_000800845.1	NC_042346.1	0	0
GCF_000800845.1	NC_014900.1	0	0
GCF_000800845.1	NC_011802.1	0	0
GCF_000829055.1	NC_005893.1	1	1
GCF_000829055.1	NC_007501.1	0	1
GCF_000829055.1	NC_004112.1	1	1
GCF_000829055.1	NC_048625.1	0	1
GCF_000829055.1	NC_048737.1	0	1
GCF_000829055.1	NC_011104.1	0	1
GCF_000829055.1	NC_048680.1	1	1
GCF_000829055.1	NC_022756.1	0	1
GCF_000829055.1	NC_028835.1	0	1
GCF_000829055.1	NC_028888.1	0	1
GCF_000829055.1	NC_022757.1	0	1
GCF_000829055.1	NC_028783.1	0	1
GCF_000829055.1	NC_031125.1	1	1
GCF_000829055.1	NC_031036.1	1	1
GCF_000829055.1	NC_028911.1	0	1
GCF_000832635.1	NC_048641.1	0	1
GCF_000832635.1	NC_031055.1	0	1
GCF_000832635.1	NC_048633.1	0	1
GCF_000832635.1	DQ289556.1	1	1
GCF_000832635.1	DQ222851.1	1	1
GCF_000832635.1	NC_007458.1	0	1
GCF_000832635.1	NC_007814.1	1	1
GCF_000832635.1	NC_007734.1	1	1
GCF_000832635.1	NC_004821.1	0	1
GCF_000832635.1	NC_019502.1	0	1
GCF_000832845.1	DQ289556.1	1	1
GCF_000832845.1	NC_007734.1	1	1
GCF_000832845.1	DQ222851.1	0	1
GCF_000832845.1	NC_007458.1	1	1
GCF_000832845.1	NC_007814.1	1	1
GCF_000832845.1	NC_023599.1	0	1
GCF_000832845.1	NC_018085.1	0	1
GCF_000832845.1	NC_019502.1	0	1
GCF_000832845.1	NC_004821.1	1	1
GCF_000834295.1	NC_049341.1	0	0
GCF_000834295.1	NC_049344.1	0	0
GCF_000834295.1	NC_049342.1	0	0
GCF_000959125.1	NC_005284.1	1	1
GCF_000959125.1	JX681814.1	1	1
GCF_000959125.1	CP008753.1	1	1
GCF_000959125.1	NC_007145.2	1	1
GCF_000959125.1	NC_009234.1	0	1
GCF_000959125.1	NC_055911.1	1	1
GCF_000959125.1	NC_009236.1	1	1
GCF_000959125.1	NC_003309.1	0	1
GCF_000959125.1	NC_009235.2	1	1
GCF_000959125.1	NC_015266.1	0	1
GCF_000959205.1	NC_003309.1	0	1
GCF_000959205.1	NC_005284.1	1	1
GCF_000959205.1	NC_009235.2	1	1
GCF_000959205.1	JX681814.1	1	1
GCF_000959205.1	CP008753.1	1	1
GCF_000959205.1	NC_007145.2	1	1
GCF_000959205.1	NC_009234.1	0	1
GCF_000959205.1	NC_009236.1	1	1
GCF_000959205.1	NC_055911.1	1	1
GCF_000959205.1	NC_015266.1	0	1
GCF_000959205.1	NC_007497.1	0	1
GCF_000959285.1	NC_009236.1	1	1
GCF_000959285.1	NC_009234.1	0	1
GCF_000959285.1	JX681814.1	1	1
GCF_000959285.1	NC_007145.2	1	1
GCF_000959285.1	CP008753.1	1	1
GCF_000959285.1	NC_055911.1	1	1
GCF_000959285.1	NC_015266.1	0	1
GCF_001173525.2	NC_047818.1	0	0
GCF_001173525.2	NC_049449.1	0	0
GCF_001173525.2	NC_049342.1	0	0
GCF_001173525.2	NC_047753.1	1	1
GCF_001173525.2	NC_049452.1	0	0
GCF_001173525.2	NC_010463.1	1	1
GCF_001173525.2	NC_019488.1	1	1
GCF_001173525.2	NC_028699.1	1	1
GCF_001173525.2	NC_019545.1	1	1
GCF_001173525.2	NC_010393.1	1	1
GCF_001173525.2	NC_010392.1	1	1
GCF_001173525.2	NC_049343.1	0	0
GCF_001173525.2	NC_004313.1	1	1
GCF_001173525.2	NC_010391.1	1	1
GCF_001173525.2	NC_004348.1	1	1
GCF_001274875.1	NC_009987.1	1	1
GCF_001274875.1	NC_003793.1	0	1
GCF_001274875.1	NC_001365.1	0	1
GCF_001277195.1	NC_019934.1	0	1
GCF_001277215.2	JF314845.1	0	1
GCF_001277215.2	NC_019934.1	0	1
GCF_001277235.1	NC_047854.1	0	1
GCF_001277235.1	NC_019934.1	0	1
GCF_001277255.1	NC_001317.1	0	0
GCF_001277255.1	NC_049451.1	0	0
GCF_001277255.1	NC_049453.1	0	0
GCF_001518835.1	NC_049451.1	0	0
GCF_001518835.1	NC_049453.1	0	0
GCF_001518835.1	NC_010463.1	0	0
GCF_001558935.2	NC_019717.1	0	0
GCF_001558935.2	NC_021190.1	0	0
GCF_001558935.2	NC_016158.1	0	0
GCF_001559615.2	NC_049449.1	0	0
GCF_001559615.2	NC_047818.1	0	0
GCF_001559615.2	NC_049452.1	0	0
GCF_001559615.2	NC_049342.1	1	1
GCF_001559615.2	NC_049949.1	1	1
GCF_001559615.2	NC_049954.1	1	1
GCF_001559615.2	NC_049955.1	1	1
GCF_001559615.2	NC_049946.1	1	1
GCF_001559615.2	NC_049948.1	1	1
GCF_001559615.2	NC_047753.1	0	0
GCF_001559615.2	NC_049947.1	1	1
GCF_001559615.2	NC_049953.1	1	1
GCF_001559615.2	NC_019488.1	0	0
GCF_001559615.2	NC_010463.1	0	0
GCF_001559615.2	NC_049454.1	0	0
GCF_001559615.2	NC_042057.1	1	1
GCF_001559615.2	NC_027339.1	0	0
GCF_001559615.2	NC_009514.1	1	1
GCF_001559615.2	NC_028943.1	1	1
GCF_001559615.2	NC_041848.1	1	1
GCF_001559615.2	KC618326.1	1	1
GCF_001559615.2	NC_049951.1	1	1
GCF_001559615.2	NC_019723.1	1	1
GCF_001559615.2	NC_022749.1	0	0
GCF_001559615.2	NC_019711.1	1	1
GCF_001559615.2	NC_001416.1	1	1
GCF_001559615.2	NC_049952.1	1	1
GCF_001559615.2	NC_049945.1	1	1
GCF_001559615.2	NC_049942.1	1	1
GCF_001559615.2	NC_019716.1	1	1
GCF_001559615.2	NC_030919.1	0	0
GCF_001559615.2	NC_049944.1	1	1
GCF_001559615.2	NC_002167.1	1	1
GCF_001559615.2	NC_049943.1	1	1
GCF_001559615.2	NC_011357.1	1	1
GCF_001559615.2	NC_019768.1	1	1
GCF_001559615.2	NC_027984.1	1	1
GCF_001559615.2	NC_019704.1	1	1
GCF_001559615.2	NC_004913.3	1	1
GCF_001559615.2	KJ909655.1	1	1
GCF_001559615.2	NC_000924.1	1	1
GCF_001559615.2	NC_004914.3	1	1
GCF_001559615.2	NC_010237.1	1	1
GCF_001559615.2	NC_049924.1	1	1
GCF_001559615.2	NC_011356.1	1	1
GCF_001559615.2	NC_049921.1	1	1
GCF_001559615.2	NC_049920.1	1	1
GCF_001559615.2	NC_004813.1	1	1
GCF_001559615.2	NC_049941.1	1	1
GCF_001559615.2	NC_000902.1	1	1
GCF_001559615.2	NC_008464.1	1	1
GCF_001559615.2	NC_049919.1	1	1
GCF_001559615.2	AP004402.1	1	1
GCF_001559615.2	NC_041935.1	1	1
GCF_001559615.2	NC_049925.1	1	1
GCF_001559615.2	NC_049922.1	1	1
GCF_001559615.2	NC_005856.1	1	1
GCF_001559615.2	NC_042128.1	1	1
GCF_001611955.1	NC_029025.1	1	1
GCF_001611955.1	NC_020490.2	0	1
GCF_001718635.1	NC_009236.1	0	1
GCF_001718635.1	NC_011216.1	0	1
GCF_001718635.1	NC_055911.1	1	1
GCF_001718635.1	NC_009234.1	1	1
GCF_001718635.1	NC_003309.1	1	1
GCF_001718635.1	NC_005284.1	0	1
GCF_001718635.1	CP008753.1	0	1
GCF_001718635.1	JX681814.1	0	1
GCF_001718635.1	NC_007145.2	0	1
GCF_001718635.1	NC_009235.2	0	1
GCF_001718635.1	NC_015266.1	0	1
GCF_001718635.1	NC_047752.1	0	1
GCF_001718635.1	NC_055863.1	0	1
GCF_001886855.1	NC_003793.1	1	1
GCF_001886855.1	NC_009987.1	0	1
GCF_001886855.1	NC_001365.1	1	1
GCF_001941405.1	NC_019545.1	1	1
GCF_001941405.1	NC_030919.1	1	1
GCF_001941405.1	NC_005841.1	1	1
GCF_001941405.1	NC_031019.1	1	1
GCF_001941405.1	NC_042346.1	1	1
GCF_001941405.1	NC_047875.1	1	1
GCF_001941405.1	NC_031946.1	1	1
GCF_001941405.1	NC_002371.2	1	1
GCF_001941405.1	BK000583.1	1	1
GCF_001941405.1	AF527608.1	1	1
GCF_001941405.1	NC_049951.1	0	0
GCF_001941405.1	NC_013059.1	1	1
GCF_001941405.1	NC_011976.1	1	1
GCF_001941405.1	NC_011802.1	1	1
GCF_001941405.1	NC_001416.1	0	0
GCF_001941405.1	CP000711.1	0	0
GCF_001941405.1	NC_019705.1	0	0
GCF_001941405.1	NC_016160.1	0	0
GCF_001941405.1	NC_019708.1	0	0
GCF_001941405.1	NC_028696.2	1	1
GCF_001941405.1	NC_027398.1	0	0
GCF_001941405.1	NC_019714.1	0	0
GCF_001941405.1	NC_019715.1	0	0
GCF_001941405.1	NC_019767.1	0	0
GCF_001941405.1	NC_019768.1	0	0
GCF_001941405.1	NC_027339.1	0	0
GCF_001941405.1	NC_019501.1	0	0
GCF_001941405.1	NC_014900.1	1	1
GCF_001941405.1	NC_049952.1	0	0
GCF_001941405.1	NC_004348.1	1	1
GCF_001941405.1	NC_005344.1	0	0
GCF_001941405.1	AF547987.1	0	0
GCF_001941405.1	NC_002167.1	0	0
GCF_001941405.1	NC_019769.1	0	0
GCF_001941405.1	NC_004775.2	1	1
GCF_001941405.1	NC_019710.1	0	0
GCF_001941405.1	NC_049926.1	0	0
GCF_001941405.1	NC_019706.1	0	0
GCF_001941405.1	NC_019720.1	0	0
GCF_001941405.1	NC_049955.1	0	0
GCF_001941405.1	NC_049947.1	0	0
GCF_001941405.1	NC_049949.1	0	0
GCF_001941405.1	NC_049953.1	0	0
GCF_001941405.1	NC_049954.1	0	0
GCF_001941405.1	NC_049944.1	0	0
GCF_001941405.1	NC_011356.1	0	0
GCF_001941405.1	NC_049948.1	0	0
GCF_001941405.1	NC_049943.1	0	0
GCF_001941405.1	NC_049945.1	0	0
GCF_001941405.1	NC_049923.1	0	0
GCF_001941405.1	NC_027984.1	0	0
GCF_001941405.1	NC_004813.1	0	0
GCF_001941405.1	NC_049942.1	0	0
GCF_001941405.1	NC_011357.1	0	0
GCF_001941405.1	NC_049920.1	0	0
GCF_001941405.1	NC_049919.1	0	0
GCF_001941405.1	NC_008464.1	0	0
GCF_001941405.1	NC_000902.1	0	0
GCF_001941405.1	NC_041935.1	0	0
GCF_001941405.1	NC_049921.1	0	0
GCF_001941405.1	NC_000924.1	0	0
GCF_001941405.1	NC_049925.1	0	0
GCF_001941405.1	AP004402.1	0	0
GCF_001941405.1	NC_004914.3	0	0
GCF_001941405.1	NC_049922.1	0	0
GCF_001941405.1	NC_010237.1	0	0
GCF_001941405.1	NC_049924.1	0	0
GCF_002076835.1	NC_030946.1	1	1
GCF_002076835.1	NC_027396.1	1	1
GCF_002076835.1	NC_031941.1	1	1
GCF_002076835.1	NC_024357.1	1	1
GCF_002076835.1	NC_031913.1	1	1
GCF_002076835.1	NC_031942.1	1	1
GCF_002076835.1	NC_031929.1	1	1
GCF_002076835.1	NC_031923.1	1	1
GCF_002076835.1	KJ417497.1	1	1
GCF_002076835.1	NC_024361.1	1	1
GCF_002076835.1	NC_031901.1	1	1
GCF_002076835.1	NC_024370.1	1	1
GCF_002076835.1	NC_012756.1	0	1
GCF_002076835.1	NC_031920.1	1	1
GCF_002076835.1	NC_022791.1	1	1
GCF_002076835.1	NC_031910.1	1	1
GCF_002076835.1	DQ113772.1	1	1
GCF_002076835.1	NC_031915.1	1	1
GCF_002082155.1	NC_055031.1	1	1
GCF_002082155.1	NC_028788.1	1	1
GCF_002082155.1	NC_021865.1	1	1
GCF_002082155.1	NC_028854.1	1	1
GCF_002082155.1	NC_048689.1	1	1
GCF_002082155.1	NC_028837.1	1	1
GCF_002082155.1	NC_041909.1	1	1
GCF_002082155.1	NC_028851.1	1	1
GCF_002082155.1	NC_028758.1	1	1
GCF_002082155.1	NC_048718.1	1	1
GCF_002082155.1	NC_048717.1	1	1
GCF_002082155.1	NC_048714.1	1	1
GCF_002082155.1	KP296794.1	1	1
GCF_002082155.1	NC_029084.1	1	1
GCF_002082155.1	NC_048688.1	1	1
GCF_002082155.1	NC_048691.1	1	1
GCF_002266085.2	NC_004313.1	1	1
GCF_002266085.2	NC_010393.1	1	1
GCF_002266085.2	NC_049449.1	0	0
GCF_002266085.2	NC_047818.1	0	0
GCF_002266085.2	NC_031940.1	1	1
GCF_002266085.2	NC_049452.1	0	0
GCF_002266085.2	NC_047753.1	1	1
GCF_002266085.2	NC_049342.1	0	0
GCF_002266085.2	NC_010463.1	1	1
GCF_002266085.2	NC_019488.1	1	1
GCF_002266085.2	NC_022749.1	0	0
GCF_002266085.2	NC_027339.1	0	0
GCF_002266085.2	NC_021857.1	0	0
GCF_002266085.2	NC_019545.1	1	1
GCF_002266085.2	NC_010392.1	1	1
GCF_002266085.2	NC_028699.1	1	1
GCF_002266085.2	NC_010391.1	1	1
GCF_002266085.2	NC_003444.1	0	0
GCF_002266085.2	NC_004348.1	1	1
GCF_002266085.2	NC_031129.1	1	1
GCF_002285575.1	NC_028766.1	1	1
GCF_002285575.1	NC_047750.1	1	1
GCF_002285575.1	DQ426905.1	1	1
GCF_002285575.1	NC_028898.1	1	1
GCF_002310435.1	NC_007048.1	1	1
GCF_002310435.1	NC_005356.1	1	1
GCF_002310435.1	NC_014460.1	1	1
GCF_002310435.1	NC_007049.1	1	1
GCF_002310435.1	NC_054973.1	1	1
GCF_002310435.1	NC_048635.1	1	1
GCF_002310435.1	NC_008798.1	1	1
GCF_002310435.1	NC_048713.1	1	1
GCF_002310435.1	NC_007058.1	1	1
GCF_002310435.1	NC_009526.1	1	1
GCF_002310435.1	NC_010808.1	1	1
GCF_002310435.1	NC_017968.1	1	1
GCF_002310435.1	NC_054978.1	1	1
GCF_002310435.1	NC_028917.1	1	1
GCF_002310435.1	NC_029010.1	1	1
GCF_002310435.1	NC_011614.1	1	1
GCF_002310435.1	NC_028669.1	1	1
GCF_002310435.1	NC_004615.1	1	1
GCF_002310435.1	AF424781.1	1	1
GCF_002310435.1	NC_054975.1	1	1
GCF_002310435.1	NC_048634.1	1	1
GCF_002310435.1	KP209285.1	1	1
GCF_002310435.1	NC_054977.1	1	1
GCF_002310435.1	NC_013195.1	1	1
GCF_002310435.1	NC_028775.1	1	1
GCF_002310435.1	NC_054974.1	1	1
GCF_002310435.1	NC_054976.1	1	1
GCF_002310435.1	NC_008799.1	1	1
GCF_002310435.1	NC_004740.1	1	1
GCF_002310435.1	NC_008617.1	1	1
GCF_002310435.1	NC_048657.1	1	1
GCF_002310435.1	NC_021801.1	1	1
GCF_002310435.1	JX274647.1	1	1
GCF_002310435.1	NC_007050.1	1	1
GCF_002310435.1	NC_023499.1	1	1
GCF_002310435.1	NC_048681.1	1	1
GCF_002310435.1	NC_007063.1	1	1
GCF_002310435.1	NC_007057.1	1	1
GCF_002310435.1	NC_007064.1	1	1
GCF_002310435.1	NC_048636.1	1	1
GCF_002310435.1	NC_025460.1	1	1
GCF_002310435.1	NC_054979.1	1	1
GCF_002310435.1	NC_054983.1	1	1
GCF_002310435.1	NC_028859.1	1	1
GCF_002310435.1	NC_028915.1	1	1
GCF_002310435.1	NC_054982.1	1	1
GCF_002310435.1	NC_026016.1	1	1
GCF_002310435.1	NC_021332.1	1	1
GCF_002310435.1	NC_021863.1	1	1
GCF_002310435.1	NC_024391.1	1	1
GCF_002310435.1	NC_019921.1	1	1
GCF_002310435.1	NC_010147.1	1	1
GCF_002310435.1	NC_003288.1	1	1
GCF_002310435.1	NC_048710.1	1	1
GCF_002310435.1	NC_007062.1	1	1
GCF_002310435.1	NC_021326.1	1	1
GCF_002310435.1	NC_007059.1	1	1
GCF_002310435.1	NC_007061.1	1	1
GCF_002310435.1	NC_004617.1	1	1
GCF_002310435.1	NC_002321.1	1	1
GCF_002310435.1	NC_002486.1	1	1
GCF_002310435.1	NC_009763.3	1	1
GCF_002310435.1	NC_054981.1	1	1
GCF_002310435.1	NC_048644.1	1	1
GCF_002310435.1	NC_009761.3	1	1
GCF_002310435.1	NC_048658.1	1	1
GCF_002310435.1	NC_007060.1	1	1
GCF_002310435.1	NC_008689.1	1	1
GCF_002310435.1	NC_048711.1	1	1
GCF_002310435.1	NC_012784.1	1	1
GCF_002310435.1	NC_021773.2	1	1
GCF_002310435.1	NC_054980.1	1	1
GCF_002310435.1	NC_023500.1	1	1
GCF_002310435.1	NC_004616.1	1	1
GCF_002310435.1	AF424782.1	1	1
GCF_002310435.1	NC_055046.1	1	1
GCF_002310435.1	NC_021323.1	1	1
GCF_002310435.1	NC_007047.1	1	1
GCF_002310435.1	NC_007065.1	1	1
GCF_002310435.1	NC_055039.1	1	1
GCF_002310435.1	NC_055038.1	1	1
GCF_002310435.1	NC_055049.1	1	1
GCF_002310435.1	NC_002661.2	1	1
GCF_002310435.1	NC_055044.1	1	1
GCF_002310435.1	NC_019513.1	1	1
GCF_002310435.1	NC_022758.1	1	1
GCF_002310435.1	NC_055042.1	1	1
GCF_002310435.1	NC_007053.1	1	1
GCF_002310435.1	NC_007054.1	1	1
GCF_002310435.1	NC_055047.1	1	1
GCF_002310435.1	NC_011612.1	1	1
GCF_002310435.1	NC_007045.1	1	1
GCF_002310435.1	NC_055045.1	1	1
GCF_002310435.1	NC_055040.1	1	1
GCF_002310435.1	NC_020199.1	1	1
GCF_002310435.1	NC_055043.1	1	1
GCF_002310435.1	NC_055041.1	1	1
GCF_002310435.1	NC_007052.1	1	1
GCF_002310435.1	NC_055048.1	1	1
GCF_002310435.1	NC_011344.1	1	1
GCF_002310435.1	NC_028821.1	0	1
GCF_002310435.1	NC_028862.1	1	1
GCF_002386165.1	NC_047753.1	1	1
GCF_002386165.1	NC_010463.1	1	1
GCF_002386165.1	NC_019488.1	1	1
GCF_002386165.1	NC_021774.1	1	1
GCF_002386165.1	NC_049342.1	0	0
GCF_002706795.1	NC_028969.1	1	1
GCF_002706795.1	NC_041976.1	0	0
GCF_002706795.1	NC_029104.1	0	0
GCF_002706795.1	NC_029029.1	0	0
GCF_002706795.1	NC_022980.1	1	1
GCF_002853115.2	NC_049845.1	1	1
GCF_002951935.1	NC_055031.1	1	1
GCF_002951935.1	NC_055029.1	1	1
GCF_002951935.1	NC_055028.1	1	1
GCF_002951935.1	NC_048693.1	1	1
GCF_002951935.1	NC_048689.1	1	1
GCF_002951935.1	NC_048718.1	1	1
GCF_002951935.1	NC_028837.1	1	1
GCF_002951935.1	NC_041909.1	1	1
GCF_002951935.1	NC_041867.1	1	1
GCF_002951935.1	NC_028851.1	1	1
GCF_002951935.1	NC_048692.1	1	1
GCF_002951935.1	NC_048688.1	1	1
GCF_002951935.1	NC_048717.1	1	1
GCF_002951935.1	NC_028788.1	1	1
GCF_002951935.1	KP296794.1	1	1
GCF_002951935.1	NC_029084.1	1	1
GCF_002951935.1	NC_028854.1	1	1
GCF_002951935.1	NC_021865.1	1	1
GCF_002951935.1	NC_048716.1	1	1
GCF_002951935.1	NC_028767.1	1	1
GCF_002951935.1	NC_048691.1	1	1
GCF_002951935.1	NC_048690.1	1	1
GCF_002951935.1	NC_048714.1	1	1
GCF_002952315.1	NC_028696.2	0	0
GCF_002952315.1	NC_005344.1	0	0
GCF_002952315.1	AF547987.1	0	0
GCF_002952315.1	NC_021857.1	0	0
GCF_003013635.1	NC_030950.1	1	1
GCF_003013635.1	NC_030949.1	1	1
GCF_003013635.1	NC_028991.1	1	1
GCF_003013635.1	NC_029004.1	1	1
GCF_003013635.1	NC_029006.1	1	1
GCF_003013675.1	NC_016652.1	1	1
GCF_003516125.1	NC_047854.1	1	1
GCF_003516125.1	NC_019934.1	1	1
GCF_003581245.2	NC_019488.1	1	1
GCF_003581245.2	NC_029003.2	1	1
GCF_003581245.2	NC_021774.1	1	1
GCF_003581245.2	NC_001317.1	0	0
GCF_003581245.2	NC_010463.1	1	1
GCF_003581245.2	NC_006949.1	1	1
GCF_003581245.2	NC_031940.1	1	1
GCF_003581245.2	NC_047753.1	1	1
GCF_003581245.2	NC_028699.1	1	1
GCF_003581245.2	NC_004313.1	1	1
GCF_003581245.2	NC_019545.1	1	1
GCF_003581245.2	NC_047833.1	0	0
GCF_003581245.2	NC_004745.1	0	0
GCF_003581245.2	NC_041848.1	0	0
GCF_003581245.2	KC618326.1	0	0
GCF_003581245.2	NC_049461.1	0	0
GCF_003581245.2	NC_049387.1	0	0
GCF_003581245.2	NC_010393.1	1	1
GCF_003581245.2	NC_005056.1	0	0
GCF_003581245.2	NC_049457.1	0	0
GCF_003581245.2	NC_022750.1	0	0
GCF_003581245.2	NC_028943.1	0	0
GCF_003581245.2	NC_049389.1	0	0
GCF_003581245.2	NC_049385.1	0	0
GCF_003581245.2	NC_049388.1	0	0
GCF_003581245.2	NC_055845.1	0	0
GCF_003581245.2	NC_049386.1	0	0
GCF_003581245.2	NC_028896.1	0	0
GCF_003581245.2	NC_049390.1	0	0
GCF_003581245.2	NC_001895.1	0	0
GCF_003581245.2	AF063097.1	0	0
GCF_003581245.2	NC_014900.1	1	1
GCF_003581245.2	NC_011802.1	1	1
GCF_003581245.2	NC_004348.1	1	1
GCF_003581245.2	NC_042346.1	1	1
GCF_003581245.2	NC_010392.1	1	1
GCF_003581245.2	NC_055846.1	0	0
GCF_003581245.2	NC_055844.1	0	0
GCF_003581245.2	NC_013059.1	1	1
GCF_003581245.2	NC_011976.1	1	1
GCF_003581245.2	NC_016160.1	0	0
GCF_003581245.2	NC_005344.1	0	0
GCF_003581245.2	AF547987.1	0	0
GCF_003581245.2	NC_019715.1	0	0
GCF_003581245.2	NC_019705.1	0	0
GCF_003581245.2	NC_019501.1	0	0
GCF_003581245.2	NC_019768.1	0	0
GCF_003581245.2	NC_019769.1	0	0
GCF_003581245.2	NC_019708.1	0	0
GCF_003581245.2	NC_049926.1	0	0
GCF_003581245.2	NC_002730.1	0	0
GCF_003581245.2	NC_019719.1	0	0
GCF_003581245.2	NC_002166.1	0	0
GCF_003581245.2	NC_005841.1	1	1
GCF_003581245.2	NC_019723.1	0	0
GCF_003581245.2	NC_019711.1	0	0
GCF_003581245.2	NC_010391.1	1	1
GCF_003581245.2	NC_047875.1	1	1
GCF_003581245.2	NC_028696.2	1	1
GCF_003581245.2	NC_004913.3	0	0
GCF_003581245.2	NC_031019.1	1	1
GCF_003581245.2	NC_008464.1	0	0
GCF_003581245.2	NC_000902.1	0	0
GCF_003581245.2	KJ909655.1	0	0
GCF_003581245.2	NC_004914.3	0	0
GCF_003581245.2	NC_002371.2	1	1
GCF_003581245.2	BK000583.1	1	1
GCF_003581245.2	AF527608.1	1	1
GCF_003581245.2	NC_029015.2	1	1
GCF_003581245.2	NC_028701.2	1	1
GCF_003581245.2	NC_019714.1	0	0
GCF_003581245.2	NC_019767.1	0	0
GCF_003581245.2	NC_031946.1	1	1
GCF_003581245.2	NC_027398.1	0	0
GCF_003581245.2	NC_030919.1	1	1
