virus	host	score	species_tag	genus_tag
NC_030696.1	GCF_000523235.1	0.0010435602701338	0	0
NC_041894.1	GCF_000523235.1	0.001040299997373	0	0
NC_030901.1	GCF_000523235.1	0.0009976980716491	0	0
NC_030936.1	GCF_000523235.1	0.0009973798791598	0	0
NC_042051.1	GCF_000523235.1	0.0007990258665913	0	0
NC_028892.1	GCF_000523235.1	0.0007928350917936	0	0
NC_042052.1	GCF_000523235.1	0.0007806753799751	0	0
NC_054727.1	GCF_000523235.1	0.0007017796877406	0	0
NC_042139.2	GCF_000550805.1	0.6358783733551409	1	1
NC_048780.1	GCF_000550805.1	0.0068977954580227	0	1
NC_048790.1	GCF_000550805.1	0.0047675495136272	0	1
NC_048787.1	GCF_000550805.1	0.0043263750253486	0	1
NC_048069.1	GCF_000550805.1	0.0043042625927503	0	1
NC_048789.1	GCF_000550805.1	0.0040657176865985	0	1
NC_048791.1	GCF_000550805.1	0.003242430618538	0	1
NC_051622.1	GCF_000550805.1	0.0026353900857561	0	0
NC_051606.1	GCF_000550805.1	0.0026035750716471	0	0
NC_028936.1	GCF_000550805.1	0.0025332300345458	0	0
NC_024366.1	GCF_000550805.1	0.0025278268779623	0	0
NC_051596.1	GCF_000550805.1	0.002463068836045	0	0
NC_028832.1	GCF_000550805.1	0.0023995610541204	0	0
NC_051599.1	GCF_000550805.1	0.0022643092406221	0	0
NC_042086.1	GCF_000550805.1	0.0014835569726761	1	1
NC_048169.1	GCF_000550805.1	0.0013944492405201	0	0
NC_055807.1	GCF_000550805.1	0.0013355469099364	1	1
NC_030917.1	GCF_000550805.1	0.001328259080757	0	0
NC_055772.1	GCF_000550805.1	0.0012971052828214	1	1
NC_042085.1	GCF_000550805.1	0.0011040826321178	1	1
NC_031230.1	GCF_000550805.1	0.0009079214559386	0	0
NC_019405.1	GCF_000550805.1	0.0001682814890362	0	0
NC_019407.1	GCF_000550805.1	0.0001658071794965	0	0
NC_019411.1	GCF_000550805.1	0.0001655901029121	0	0
NC_019410.1	GCF_000550805.1	0.0001636402978884	0	0
NC_018277.1	GCF_000717535.1	1.1805874041697832	0	0
NC_029008.1	GCF_000717535.1	1.1301282360314322	1	1
NC_025424.1	GCF_000717535.1	1.008806519453207	1	1
NC_028748.2	GCF_000717535.1	0.8727753708678893	1	1
NC_031100.1	GCF_000717535.1	0.0027195339418521	1	1
NC_022769.1	GCF_000717535.1	0.0025174980936588	1	1
NC_028887.1	GCF_000717535.1	0.002484524072603	1	1
NC_022763.1	GCF_000717535.1	0.0021443792643809	1	1
NC_018863.1	GCF_000717535.1	0.0019427658736992	0	1
NC_047736.1	GCF_000717535.1	0.001942741977146	0	1
NC_023719.1	GCF_000717535.1	0.0003139687204153	0	0
NC_020858.2	GCF_000735125.2	0.8605492868137506	1	1
NC_027299.1	GCF_000735125.2	0.7072697899838449	1	1
NC_020856.2	GCF_000735125.2	0.51185675893577	1	1
NC_042355.1	GCF_000740965.1	0.0018081633598036	0	0
NC_042354.1	GCF_000740965.1	0.0015315270604087	0	0
NC_028903.1	GCF_000740965.1	0.000555241891647	0	0
NC_031032.1	GCF_000742895.1	0.0120762269736842	0	1
NC_055905.1	GCF_000742895.1	0.011971428358709	0	1
NC_049962.1	GCF_000742895.1	0.0118204984194662	1	1
NC_049964.1	GCF_000742895.1	0.0112274371666474	0	1
NC_031056.1	GCF_000742895.1	0.0003561735481044	0	1
NC_019704.1	GCF_000770155.1	1.267035970253521	0	0
NC_019717.1	GCF_000770155.1	0.9277501983864568	0	0
NC_001901.1	GCF_000770155.1	0.6313040172506739	0	0
NC_021190.1	GCF_000770155.1	0.3430222491874324	0	0
NC_054894.1	GCF_000770155.1	0.0012882544522069	0	0
NC_041874.1	GCF_000770155.1	0.0012633664463609	0	0
NC_018859.1	GCF_000770155.1	0.0011666800750177	0	0
NC_047863.1	GCF_000770155.1	0.0010880408292451	0	0
NC_041995.1	GCF_000770155.1	0.0010877826121351	0	0
NC_048162.1	GCF_000770155.1	0.0010015125336354	0	0
NC_048043.1	GCF_000770155.1	0.0009874283890529	0	0
NC_015456.1	GCF_000770155.1	0.0008684877913977	0	0
CP000711.1	GCF_000800845.1	2.3115951162732857	1	1
NC_021857.1	GCF_000800845.1	1.1395175696202533	0	0
NC_027339.1	GCF_000800845.1	1.0135634309307355	0	0
NC_027398.1	GCF_000800845.1	0.7354951721645758	0	0
NC_002730.1	GCF_000800845.1	0.3727392453717001	1	1
NC_028696.2	GCF_000800845.1	0.2031070685567758	0	0
NC_049816.1	GCF_000800845.1	0.011880258261431	1	1
NC_054636.1	GCF_000800845.1	0.0060963120506307	0	0
NC_048112.1	GCF_000800845.1	0.0018053296703296	1	1
NC_047808.1	GCF_000800845.1	0.0013435702290076	1	1
NC_007636.1	GCF_000800845.1	0.0013300665004156	1	1
NC_007456.1	GCF_000800845.1	0.0013298990026193	1	1
NC_027330.1	GCF_000800845.1	0.001162947822831	1	1
NC_009816.1	GCF_000800845.1	0.0009662494509698	0	0
NC_020079.1	GCF_000800845.1	0.0008935213250573	1	1
NC_047776.1	GCF_000800845.1	0.0008619387591084	1	1
NC_023693.1	GCF_000800845.1	0.0008586412941081	1	1
NC_052658.1	GCF_000800845.1	0.0008567300711485	1	1
NC_005893.1	GCF_000829055.1	2.11011902543022	1	1
NC_007501.1	GCF_000829055.1	0.959382613941754	0	1
NC_004112.1	GCF_000829055.1	0.8608258671765222	1	1
NC_048737.1	GCF_000829055.1	0.4983641894845411	0	1
NC_011104.1	GCF_000829055.1	0.4862397719372829	0	1
NC_048625.1	GCF_000829055.1	0.4450612300564796	0	1
NC_048680.1	GCF_000829055.1	0.2828117623136015	1	1
NC_022756.1	GCF_000829055.1	0.2077593591654247	0	1
NC_022757.1	GCF_000829055.1	0.1804680082304526	0	1
NC_031036.1	GCF_000829055.1	0.0537225162541348	1	1
NC_028886.1	GCF_000832635.1	0.0312382660424695	0	1
NC_031032.1	GCF_000832635.1	0.0120762269736842	0	1
NC_055905.1	GCF_000832635.1	0.011971428358709	0	1
NC_049962.1	GCF_000832635.1	0.0118204984194662	1	1
NC_049964.1	GCF_000832635.1	0.0112274371666474	0	1
NC_031056.1	GCF_000832635.1	0.0003561735481044	0	1
NC_019538.1	GCF_000834295.1	0.0003797404883858	0	0
NC_048802.1	GCF_000834295.1	0.0003796150974178	0	0
NC_048755.1	GCF_000834295.1	0.0003784349001013	0	0
NC_009234.1	GCF_000959125.1	1.022145030077502	0	1
CP008753.1	GCF_000959125.1	1.01786017272993	1	1
NC_007145.2	GCF_000959125.1	1.017847543239725	1	1
JX681814.1	GCF_000959125.1	0.9815480011690624	1	1
NC_055911.1	GCF_000959125.1	0.9559515673125348	1	1
NC_005284.1	GCF_000959125.1	0.8182469621798962	1	1
NC_015266.1	GCF_000959125.1	0.5174132659351498	0	1
NC_055863.1	GCF_000959125.1	0.4112110836531889	0	1
NC_047752.1	GCF_000959125.1	0.4002052012383901	0	1
NC_015265.1	GCF_000959125.1	0.357077512085079	0	1
NC_007497.1	GCF_000959125.1	0.178614765917603	0	1
NC_055722.1	GCF_000959125.1	0.0938876908694297	0	1
NC_015273.1	GCF_000959125.1	0.092067637466349	0	1
NC_020205.1	GCF_000959125.1	0.0030724279030793	0	0
NC_028834.1	GCF_000959125.1	0.0013688539074166	0	0
NC_028768.1	GCF_000959125.1	0.0013276071126845	0	0
NC_005886.2	GCF_000959125.1	0.0008586516593177	0	1
NC_041899.1	GCF_000959125.1	0.0005255254676492	0	0
NC_010811.2	GCF_000959125.1	0.000304429655575	0	0
NC_055733.1	GCF_000959125.1	0.0002686273268329	0	0
NC_023688.1	GCF_000959125.1	0.0002675737142239	0	0
NC_019543.1	GCF_000959125.1	0.0002533561993451	0	0
NC_049850.1	GCF_000959125.1	0.0002411447854854	0	1
NC_003309.1	GCF_000959205.1	0.6230047207389504	0	1
NC_029107.1	GCF_000959205.1	0.0120529744164421	0	0
NC_026601.1	GCF_000959205.1	0.0076102435683978	0	0
NC_009818.1	GCF_000959205.1	0.0071521162349968	0	0
NC_020200.1	GCF_000959205.1	0.0071481896291416	0	0
NC_020202.1	GCF_000959205.1	0.0068998781134075	0	0
JQ067085.2	GCF_000959205.1	0.0066940114848236	0	0
NC_030918.1	GCF_000959205.1	0.0066364629119004	0	0
NC_011611.1	GCF_000959205.1	0.0065555456147485	0	0
NC_011613.1	GCF_000959205.1	0.0063439812186066	0	0
NC_008717.1	GCF_000959205.1	0.0062940535493615	0	0
NC_023700.1	GCF_000959205.1	0.0062452823199143	0	0
NC_005178.1	GCF_000959205.1	0.0061869713647603	0	0
NC_018274.1	GCF_000959205.1	0.0060575135017776	0	0
NC_020198.1	GCF_000959205.1	0.00604111835873	0	0
NC_024782.1	GCF_000959205.1	0.0058578978229002	0	0
NC_027298.1	GCF_000959205.1	0.0058346911501059	0	0
NC_024330.1	GCF_000959205.1	0.005772959871589	0	0
NC_009015.1	GCF_000959205.1	0.0052202361389214	0	1
NC_020203.1	GCF_000959205.1	0.0049063216066855	0	0
NC_027384.1	GCF_000959205.1	0.0046254942584116	0	0
NC_030908.1	GCF_000959205.1	0.0045158535925063	0	0
NC_009236.1	GCF_000959285.1	1.5424734260016355	1	1
NC_021343.1	GCF_000959285.1	0.0199161388653683	1	1
NC_042084.1	GCF_001047675.1	0.002404673760289	0	0
NC_054897.1	GCF_001047675.1	0.0009605392306684	0	0
NC_047818.1	GCF_001173525.2	1.1600628336314849	0	0
NC_047753.1	GCF_001173525.2	1.1595618373434082	1	1
NC_049342.1	GCF_001173525.2	0.9585218836621664	0	0
NC_041991.1	GCF_001173525.2	0.0024622117652722	1	1
JF314845.1	GCF_001277215.2	0.453492396895587	0	1
NC_019509.1	GCF_001277215.2	0.0039336989982897	0	1
NC_027381.1	GCF_001277215.2	0.0021721061946902	0	0
NC_041906.1	GCF_001277215.2	0.0018460212657942	0	0
NC_019423.1	GCF_001277215.2	0.0018190183271324	0	0
NC_048186.1	GCF_001277215.2	0.0004993474436815	0	0
NC_027332.1	GCF_001277215.2	0.0004818396658857	0	0
NC_013693.1	GCF_001277215.2	0.0004664519068896	0	0
NC_049384.1	GCF_001277215.2	0.0004652752447656	0	0
NC_014663.1	GCF_001277215.2	0.0003430507158114	0	0
NC_019934.1	GCF_001277235.1	0.3147268276427766	0	1
NC_048807.1	GCF_001277235.1	0.0012178019426965	0	0
NC_048828.1	GCF_001277235.1	0.0008203566197713	0	0
NC_054714.1	GCF_001277235.1	0.0006965157621732	0	0
NC_048176.1	GCF_001277235.1	0.0004895304455667	0	0
NC_047932.1	GCF_001277255.1	0.0004489949681443	0	0
NC_010116.1	GCF_001308265.1	0.0015750421901368	0	0
NC_007809.1	GCF_001308265.1	0.0015542963361706	0	0
NC_041934.1	GCF_001308265.1	0.0015124439483645	0	0
NC_018282.1	GCF_001308265.1	0.0015105645200843	0	0
NC_049436.1	GCF_001308265.1	0.0013524575704931	0	0
NC_049372.1	GCF_001308265.1	0.0009536279824971	0	0
NC_016566.1	GCF_001308265.1	0.0008485150985774	0	0
NC_013600.1	GCF_001308265.1	0.0008036582611968	0	0
NC_054648.1	GCF_001558935.2	0.0031085516921845	0	0
KJ572844.2	GCF_001558935.2	0.0028495810339002	0	0
NC_019457.1	GCF_001558935.2	0.0028433684707363	0	0
NC_054643.1	GCF_001558935.2	0.0026859812648449	0	0
NC_048193.1	GCF_001558935.2	0.0010893357142857	0	0
NC_019725.1	GCF_001558935.2	0.0010662179537901	0	0
NC_030694.1	GCF_001558935.2	0.0008427446663123	0	0
NC_030695.1	GCF_001558935.2	0.0008426646928201	0	0
NC_042123.1	GCF_001558935.2	0.0008400022703193	0	0
NC_030698.1	GCF_001558935.2	0.0008389229839014	0	0
NC_047950.1	GCF_001558935.2	0.0005599084146225	0	0
NC_048866.1	GCF_001558935.2	0.0005222165621376	0	0
NC_048145.1	GCF_001558935.2	0.0005182518097067	0	0
NC_048007.1	GCF_001558935.2	0.0005169077568134	0	0
NC_048819.1	GCF_001558935.2	0.0005163897991424	0	0
NC_048011.1	GCF_001558935.2	0.0005156868542992	0	0
NC_048006.1	GCF_001558935.2	0.0005156868542992	0	0
NC_048808.1	GCF_001558935.2	0.000515162060177	0	0
NC_010583.1	GCF_001558935.2	0.000513575622632	0	0
NC_048012.1	GCF_001558935.2	0.0005132760863908	0	0
NC_047999.1	GCF_001558935.2	0.0005125402528515	0	0
NC_048811.1	GCF_001558935.2	0.0005124071088179	0	0
NC_048110.1	GCF_001558935.2	0.0005114221598376	0	0
NC_048008.1	GCF_001558935.2	0.0005107463459495	0	0
NC_048868.1	GCF_001558935.2	0.0005107144260128	0	0
NC_048870.1	GCF_001558935.2	0.0005085757977186	0	0
NC_048781.1	GCF_001558935.2	0.0005084130722672	0	0
NC_048005.1	GCF_001558935.2	0.0005081014727043	0	0
NC_048871.1	GCF_001558935.2	0.0005039785732535	0	0
NC_048872.1	GCF_001558935.2	0.0005015218439579	0	0
NC_048760.1	GCF_001558935.2	0.0005014295231416	0	0
NC_031933.1	GCF_001558935.2	0.0005009903660886	0	0
NC_048062.1	GCF_001558935.2	0.0005005782592715	0	0
NC_048089.1	GCF_001558935.2	0.0005005738788011	0	0
NC_048809.1	GCF_001558935.2	0.0004974786495747	0	0
NC_048010.1	GCF_001558935.2	0.0004896182552725	0	0
NC_019919.2	GCF_001558935.2	0.0004662179696159	0	0
NC_027297.1	GCF_001558935.2	0.0004632766146993	0	0
NC_031902.1	GCF_001558935.2	0.000457207666608	0	0
NC_041871.1	GCF_001558935.2	0.0003331027911751	0	0
NC_041869.1	GCF_001558935.2	0.0003330806499261	0	0
NC_022323.1	GCF_001558935.2	0.00032940705573	0	0
NC_011041.1	GCF_001558935.2	0.0003269307777624	0	0
KP869103.1	GCF_001558935.2	0.000326869170055	0	0
NC_024134.1	GCF_001558935.2	0.0003244074233923	0	0
NC_027399.1	GCF_001558935.2	0.0001936030086381	0	0
NC_006552.1	GCF_001593665.2	0.006994369506864	0	0
NC_005262.3	GCF_001593665.2	0.0065606161360007	0	0
NC_018452.1	GCF_001593665.2	0.0047341238863647	0	0
NC_012743.2	GCF_001593665.2	0.0031572095989795	0	0
NC_019917.1	GCF_001593665.2	0.0031453234210191	0	0
NC_016767.1	GCF_001593665.2	0.0010508628981783	0	0
NC_029025.1	GCF_001611955.1	0.383047009057668	1	1
NC_023582.1	GCF_001611955.1	0.0038780743802547	0	1
NC_024355.1	GCF_001611955.1	0.0027996972087766	0	1
NC_042060.1	GCF_001718635.1	0.0002804329260749	0	0
NC_004629.1	GCF_001718635.1	0.0002668371299949	0	0
AF399011.1	GCF_001718635.1	0.0002668371299949	0	0
NC_019540.1	GCF_001718895.1	0.0012026102449888	0	0
NC_007603.1	GCF_001718895.1	0.0011661751660572	0	0
NC_048086.1	GCF_001718895.1	0.0006953525524375	0	0
NC_048080.1	GCF_001718895.1	0.0006528278317718	0	0
NC_048074.1	GCF_001718895.1	0.0006475423630678	0	0
NC_048075.1	GCF_001718895.1	0.0006430373536232	0	0
NC_047897.1	GCF_001718895.1	0.0005716636878731	0	0
NC_041899.1	GCF_001718895.1	0.0005255254676492	0	0
NC_025436.1	GCF_001718895.1	0.0004110072931611	0	0
NC_028762.1	GCF_001718895.1	0.0003938389643741	0	0
NC_055727.1	GCF_001718895.1	0.0003902732628204	0	0
NC_055737.1	GCF_001718895.1	0.0003800891277278	0	0
NC_015285.1	GCF_001718895.1	0.0002966254123992	0	0
NC_029000.1	GCF_001718895.1	0.0002507325337128	0	0
NC_042019.1	GCF_001718895.1	0.0002505858812229	0	0
NC_014635.1	GCF_001718895.1	0.000248364057971	0	0
NC_055746.1	GCF_001718895.1	0.0002466960838389	0	0
NC_048153.1	GCF_001886595.1	0.0156524121171954	1	1
NC_018848.1	GCF_001886595.1	0.0152431947250877	1	1
NC_047792.1	GCF_001886595.1	0.0149885183911997	1	1
NC_047793.1	GCF_001886595.1	0.0147217494988414	1	1
NC_005345.2	GCF_001886595.1	0.0143635392117025	1	1
NC_047904.1	GCF_001886595.1	0.0021457354703767	0	1
NC_054672.1	GCF_001886595.1	0.0019476392347403	0	1
NC_054678.1	GCF_001886595.1	0.001576657434487	0	1
NC_021298.1	GCF_001886595.1	0.0015023846874268	0	1
NC_041860.1	GCF_001886595.1	0.0014949735095424	1	1
NC_021304.1	GCF_001886595.1	0.0014936417597765	0	1
NC_021339.1	GCF_001886595.1	0.0014860757288016	0	1
NC_054679.1	GCF_001886595.1	0.0014719832835589	0	1
NC_041982.1	GCF_001886595.1	0.0012270982894273	0	0
NC_054671.1	GCF_001886595.1	0.0011470507934702	0	1
NC_001365.1	GCF_001886855.1	2.689080877553488	1	1
NC_003793.1	GCF_001886855.1	2.6682336843460357	1	1
NC_009987.1	GCF_001886855.1	2.380275659466328	0	1
NC_027396.1	GCF_002076835.1	0.6063350666548168	1	1
NC_030946.1	GCF_002076835.1	0.5705276542103535	1	1
NC_031941.1	GCF_002076835.1	0.2663745699158059	1	1
NC_031913.1	GCF_002076835.1	0.1425560389408472	1	1
NC_031923.1	GCF_002076835.1	0.1421850547575024	1	1
NC_031901.1	GCF_002076835.1	0.1397866526894495	1	1
NC_031942.1	GCF_002076835.1	0.1370134860980789	1	1
KJ417497.1	GCF_002076835.1	0.1340438593519347	1	1
NC_024361.1	GCF_002076835.1	0.1326603896645134	1	1
NC_024357.1	GCF_002076835.1	0.1232490320121951	1	1
NC_031929.1	GCF_002076835.1	0.1179824932420914	1	1
NC_024370.1	GCF_002076835.1	0.1151096569498311	1	1
NC_031920.1	GCF_002076835.1	0.1052752949762802	1	1
NC_012756.1	GCF_002076835.1	0.1051621243125719	0	1
NC_031910.1	GCF_002076835.1	0.0909745792250579	1	1
NC_005294.1	GCF_002076835.1	0.0264951503435425	1	1
NC_004996.1	GCF_002076835.1	0.0177706416464891	0	1
NC_031059.1	GCF_002079305.1	0.605833956619297	1	1
NC_021557.1	GCF_002079305.1	0.0189015169350955	0	0
NC_055721.1	GCF_002079305.1	0.0002946926817034	0	0
NC_028746.1	GCF_002082155.1	2.384552560735836	1	1
NC_054985.1	GCF_002082155.1	1.826547080696203	1	1
NC_028767.1	GCF_002082155.1	1.6314484778656386	1	1
NC_054984.1	GCF_002082155.1	1.488742727383239	1	1
NC_055028.1	GCF_002082155.1	0.611701507512461	1	1
NC_021865.1	GCF_002082155.1	0.5844367317285803	1	1
NC_028930.1	GCF_002082155.1	0.5675960396039603	1	1
NC_028758.1	GCF_002082155.1	0.5087586620469082	1	1
KP296794.1	GCF_002082155.1	0.4777953899028205	1	1
NC_029084.1	GCF_002082155.1	0.4775564293235061	1	1
NC_048714.1	GCF_002082155.1	0.4755986713351575	1	1
NC_048717.1	GCF_002082155.1	0.4675669683257918	1	1
NC_048693.1	GCF_002082155.1	0.4609042143898638	1	1
NC_028854.1	GCF_002082155.1	0.4523277833684017	1	1
NC_048692.1	GCF_002082155.1	0.445	1	1
NC_048715.1	GCF_002082155.1	0.4403379538374745	1	1
NC_048691.1	GCF_002082155.1	0.4363886356916579	1	1
NC_048689.1	GCF_002082155.1	0.4296002482086135	1	1
NC_041867.1	GCF_002082155.1	0.4280092751487077	1	1
NC_028851.1	GCF_002082155.1	0.4279980102645085	1	1
NC_028837.1	GCF_002082155.1	0.4278808719531459	1	1
NC_048718.1	GCF_002082155.1	0.4101133203550849	1	1
NC_048716.1	GCF_002082155.1	0.3834224365562495	1	1
NC_048690.1	GCF_002082155.1	0.3635884001498689	1	1
NC_048688.1	GCF_002082155.1	0.3177690961124477	1	1
NC_047796.1	GCF_002082155.1	0.0016252932868116	0	0
NC_015253.1	GCF_002082155.1	0.0007177154999409	0	0
NC_019406.1	GCF_002082155.1	0.0002160976829412	0	0
NC_048047.1	GCF_002082155.1	0.00021502994365	0	0
NC_048048.2	GCF_002082155.1	0.0001974968581588	0	0
NC_048046.1	GCF_002082155.1	0.0001963394030654	0	0
NC_004313.1	GCF_002266085.2	1.214161954718673	1	1
NC_053007.1	GCF_002266085.2	0.000859529147982	1	1
NC_053003.1	GCF_002266085.2	0.0008587997691863	1	1
NC_053002.1	GCF_002266085.2	0.0008573156682027	0	0
NC_048655.1	GCF_002266085.2	0.0008562566627747	1	1
NC_053004.1	GCF_002266085.2	0.000855229177934	1	1
NC_021783.1	GCF_002266085.2	0.0008539879164275	1	1
NC_048683.1	GCF_002266085.2	0.0008473951268525	1	1
NC_053000.1	GCF_002266085.2	0.0008450883463041	1	1
NC_053001.1	GCF_002266085.2	0.0008407356948228	1	1
NC_028743.1	GCF_002285575.1	1.7947934189406098	1	1
NC_028956.1	GCF_002285575.1	1.4442957509733598	1	1
NC_028853.1	GCF_002285575.1	1.4012725508207198	1	1
NC_047750.1	GCF_002285575.1	1.0825604871411076	1	1
NC_028766.1	GCF_002285575.1	0.9789032013035104	1	1
JN255163.1	GCF_002285575.1	0.6740533863302516	1	1
NC_008201.1	GCF_002285575.1	0.6212936428674873	1	1
DQ426904.1	GCF_002285575.1	0.6212936428674873	1	1
DQ426905.1	GCF_002285575.1	0.6199469080924856	1	1
NC_028898.1	GCF_002285575.1	0.5721578794318309	1	1
NC_047831.1	GCF_002285575.1	0.0022343460046547	0	0
NC_047832.1	GCF_002285575.1	0.001383886072894	0	0
NC_028995.1	GCF_002285575.1	0.0010181617919289	0	0
NC_017984.1	GCF_002285575.1	0.0009571466143531	0	0
NC_049469.1	GCF_002285575.1	0.0006379446829436	0	0
NC_007048.1	GCF_002310435.1	3.3806750631844986	1	1
NC_011614.1	GCF_002310435.1	3.1662981282039224	1	1
NC_014460.1	GCF_002310435.1	2.7651433397238336	1	1
NC_005356.1	GCF_002310435.1	2.7352917234103766	1	1
NC_048634.1	GCF_002310435.1	2.636113075548141	1	1
NC_048635.1	GCF_002310435.1	2.626066780063292	1	1
NC_008798.1	GCF_002310435.1	2.6186419415231708	1	1
NC_054973.1	GCF_002310435.1	2.5510182453136268	1	1
NC_013195.1	GCF_002310435.1	2.5162631221020093	1	1
NC_029010.1	GCF_002310435.1	2.4798497802522665	1	1
NC_054978.1	GCF_002310435.1	2.4769047227926086	1	1
NC_048657.1	GCF_002310435.1	2.433389833624414	1	1
NC_028775.1	GCF_002310435.1	2.4089621940693307	1	1
NC_004615.1	GCF_002310435.1	2.402442183285937	1	1
AF424781.1	GCF_002310435.1	2.402442183285937	1	1
NC_017968.1	GCF_002310435.1	2.2590031790983423	1	1
NC_008617.1	GCF_002310435.1	2.246921313633372	1	1
NC_004740.1	GCF_002310435.1	2.2062145957533685	1	1
NC_048713.1	GCF_002310435.1	2.153527815607816	1	1
NC_028917.1	GCF_002310435.1	2.057265851040996	1	1
NC_007058.1	GCF_002310435.1	2.014699367396594	1	1
NC_008799.1	GCF_002310435.1	2.011705454923525	1	1
NC_007049.1	GCF_002310435.1	1.9725177540277556	1	1
NC_010808.1	GCF_002310435.1	1.947688719498444	1	1
NC_028669.1	GCF_002310435.1	1.925527015716544	1	1
NC_023499.1	GCF_002310435.1	1.880842175919452	1	1
NC_054977.1	GCF_002310435.1	1.8470641627987527	1	1
NC_009526.1	GCF_002310435.1	1.8072388747036296	1	1
NC_048681.1	GCF_002310435.1	1.751646603069266	1	1
NC_054976.1	GCF_002310435.1	1.72349834630075	1	1
NC_024391.1	GCF_002310435.1	1.6897917951407937	1	1
NC_007057.1	GCF_002310435.1	1.6240087203965483	1	1
NC_054975.1	GCF_002310435.1	1.617559855334539	1	1
NC_019921.1	GCF_002310435.1	1.609683667365347	1	1
NC_054974.1	GCF_002310435.1	1.60419452989449	1	1
NC_021801.1	GCF_002310435.1	1.5906010358491445	1	1
JX274647.1	GCF_002310435.1	1.5906010358491445	1	1
KP209285.1	GCF_002310435.1	1.5644948742722655	1	1
NC_054983.1	GCF_002310435.1	1.4818360454156998	1	1
NC_028915.1	GCF_002310435.1	1.3998326094198206	1	1
NC_048636.1	GCF_002310435.1	1.3968432287971242	1	1
NC_025460.1	GCF_002310435.1	1.3683089417840375	1	1
NC_054979.1	GCF_002310435.1	1.319746414122669	1	1
NC_007063.1	GCF_002310435.1	1.3129721320348824	1	1
NC_007050.1	GCF_002310435.1	1.3095966574080349	1	1
NC_007064.1	GCF_002310435.1	1.307324203530438	1	1
NC_026016.1	GCF_002310435.1	1.2761383834689586	1	1
NC_010147.1	GCF_002310435.1	1.2674696589244614	1	1
NC_028859.1	GCF_002310435.1	1.2523258739301788	1	1
NC_021332.1	GCF_002310435.1	1.2124960741206032	1	1
NC_048710.1	GCF_002310435.1	1.1781789214784848	1	1
NC_054982.1	GCF_002310435.1	1.1281969460777612	1	1
NC_021326.1	GCF_002310435.1	1.0903598320144998	1	1
NC_021863.1	GCF_002310435.1	1.0721443531370158	1	1
NC_007062.1	GCF_002310435.1	1.0466294420724394	1	1
NC_007061.1	GCF_002310435.1	1.0112539451427505	1	1
NC_007059.1	GCF_002310435.1	0.9256236851138842	1	1
NC_007065.1	GCF_002310435.1	0.9151702831491714	1	1
NC_023500.1	GCF_002310435.1	0.8696827514376113	1	1
NC_003288.1	GCF_002310435.1	0.8619655291195655	1	1
NC_007060.1	GCF_002310435.1	0.837361552193213	1	1
NC_054981.1	GCF_002310435.1	0.8163683196759046	1	1
NC_054980.1	GCF_002310435.1	0.4511832429388918	1	1
NC_028821.1	GCF_002310435.1	0.0624070813867715	0	1
NC_020490.2	GCF_002310435.1	0.0207806188218455	0	1
NC_020877.1	GCF_002310435.1	0.0034600164468674	1	1
NC_022090.1	GCF_002310435.1	0.0033749313369428	1	1
NC_030933.1	GCF_002310435.1	0.0030133472847127	1	1
NC_019511.1	GCF_002310435.1	0.0029574684212842	1	1
NC_027371.1	GCF_002407085.1	0.0011465653475	0	0
NC_054464.1	GCF_002504285.1	0.011489808294976	0	1
NC_042029.1	GCF_002504285.1	0.0090669617575264	0	1
NC_023555.1	GCF_002504285.1	0.0090665402050352	0	1
NC_041897.1	GCF_002504285.1	0.0026268287146505	0	0
NC_041898.1	GCF_002504285.1	0.002597774815854	0	0
GU196281.1	GCF_002504285.1	0.0025561731207289	0	0
NC_048736.1	GCF_002504285.1	0.0005570734890023	0	0
NC_047932.1	GCF_002504285.1	0.0004489949681443	0	0
NC_041917.1	GCF_002504285.1	0.0002186836490701	0	0
NC_041976.1	GCF_002706795.1	0.5341339298865813	0	0
NC_029104.1	GCF_002706795.1	0.5332024701723377	0	0
NC_028969.1	GCF_002706795.1	0.4851798848078557	1	1
NC_022980.1	GCF_002706795.1	0.2744463972225862	1	1
NC_029029.1	GCF_002706795.1	0.2684709957850369	0	0
KC595516.1	GCF_002706795.1	0.013709523500589	0	0
NC_028805.1	GCF_002706795.1	0.0039889888476424	1	1
NC_021558.1	GCF_002706795.1	0.0016948485814472	0	0
NC_019925.1	GCF_002812485.1	0.0006534401385581	0	1
NC_005857.1	GCF_002853115.2	0.1278681730974205	0	1
NC_054653.1	GCF_002853115.2	0.0335661996939061	1	1
NC_054654.1	GCF_002853115.2	0.0328281859809792	1	1
NC_054652.1	GCF_002853115.2	0.0312441929775939	1	1
NC_049845.1	GCF_002853115.2	0.014051551225822	1	1
NC_054639.1	GCF_002853115.2	0.0032366881184985	0	0
NC_055919.1	GCF_002853115.2	0.0008040091624574	1	1
NC_024789.1	GCF_002853115.2	0.000745420364622	0	0
NC_024784.1	GCF_002853115.2	0.0007342807924203	0	0
KF771236.1	GCF_002853115.2	0.0007298957597551	0	0
NC_024793.1	GCF_002853115.2	0.0007279014664759	0	0
NC_024354.1	GCF_002853115.2	0.0005235785253616	0	0
NC_017974.1	GCF_002853115.2	0.0005231891902755	0	0
NC_025436.1	GCF_002853115.2	0.0004110072931611	0	0
NC_048682.1	GCF_002853115.2	0.0003924368992652	0	0
HQ317291.1	GCF_002853115.2	0.0003574292978525	0	0
