viral_acc	virus_name	report_host	corrected_name	find_name	gcfs	new_gcf	assembly_category	assembly_level	tax_ranks
NC_028936	Mycobacterium phage Enkosi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028852	Mycobacterium phage Equemioh13	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028690	Mycobacterium phage Eremos	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026585	Mycobacterium phage Estave1	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_013650	Mycobacterium phage ET08	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031263	Mycobacterium phage EvilGenius	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_020876	Mycobacterium phage First	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021302	Mycobacterium phage Fishburne	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028861	Mycobacterium phage FlagStaff	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028889	Mycobacterium phage Florinda	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022753	Mycobacterium phage Fredward	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023686	Mycobacterium phage Gadjet	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026590	Mycobacterium phage Gaia	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031035	Mycobacterium phage Gengar	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021346	Mycobacterium phage Gizmo	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042050	Mycobacterium phage Godines	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022085	Mycobacterium phage Goku	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022979	Mycobacterium phage Graduation	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011290	Mycobacterium phage Gumball	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026595	Mycobacterium phage Hades	Mycobacteruim smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022056	Mycobacterium phage Hamulus	Mycobacterium smegamtis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022975	Mycobacterium phage HanShotFirst	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024209	Mycobacterium phage Hawkeye	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021308	Mycobacterium phage HINdeR	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022981	Mycobacterium phage HufflyPuff	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028869	Mycobacterium phage HyRo	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026596	Mycobacterium phage Inventum	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028687	Mycobacterium phage Iracema64	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022069	Mycobacterium phage Jabbawokkie	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023740	Mycobacterium phage JacAttac	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023554	Mycobacterium phage JAMaL	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041969	Mycobacterium phage Jebeks	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021538	Mycobacterium phage Job42	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021535	Mycobacterium phage Jobu08	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023604	Mycobacterium phage Jolie2	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022984	Mycobacterium phage Jovo	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024141	Mycobacterium phage Kampy	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022061	Mycobacterium phage KayaCho	Mycobacterium smegamtis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026603	Mycobacterium phage Keshu	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028907	Mycobacterium phage Kikipoo	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028792	Mycobacterium phage Kimberlium	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011292	Mycobacterium phage Konstantine	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028947	Mycobacterium phage Kratio	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028744	Mycobacterium phage LadyBird	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024143	Mycobacterium phage Lamina13	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028877	Mycobacterium phage Larenn	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023689	Mycobacterium phage Lilac	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023714	Mycobacterium phage LinStu	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022086	Mycobacterium phage LittleCherry	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028923	Mycobacterium phage Llama	Mycobacteruim smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028843	Mycobacterium phage Lolly9	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031256	Mycobacterium phage Loser	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028849	Mycobacterium phage Luchador	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041901	Mycobacterium phage Lukilu	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031067	Mycobacterium phage Makemake	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026605	Mycobacterium phage Malithi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024363	Mycobacterium phage Manad	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028798	Mycobacterium phage MarQuardt	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042032	Mycobacterium phage Marvin	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028953	Mycobacterium phage MiaZeal	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023572	Mycobacterium phage MichelleMyBell	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026598	Mycobacterium phage Milly	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_029093	Mycobacterium phage Mindy	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026584	Mycobacterium phage Minerva	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023733	Mycobacterium phage MoMoMixon	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028791	Mycobacterium phage MOOREtheMARYer	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024138	Mycobacterium phage MosMoris	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022054	Mycobacterium phage Muddy	Mycobacterium smegamtis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028759	Mycobacterium phage Mufasa	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031257	Mycobacterium phage Mulciber	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021305	Mycobacterium phage Murphy	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028978	Mycobacterium phage Murucutumbu	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022976	Mycobacterium phage Nala	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023725	Mycobacterium phage Nappy	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028785	Mycobacterium phage NelitzaMV	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028928	Mycobacterium phage Nerujay	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021310	Mycobacterium phage Newman	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028815	Mycobacterium phage Nhonho	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023565	Mycobacterium phage Nyxis	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023578	Mycobacterium phage Oaker	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023577	Mycobacterium phage Obama12	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024366	Mycobacterium phage OkiRoe	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023711	Mycobacterium phage Oline	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028832	Mycobacterium phage Omnicron	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028803	Mycobacterium phage OSmaximus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028937	Mycobacterium phage Ovechkin	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031281	Mycobacterium phage Panchino	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031041	Mycobacterium phage Papez	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022053	Mycobacterium phage Papyrus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028874	Mycobacterium phage Pari	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023691	Mycobacterium phage Patience	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021297	Mycobacterium phage PattyP	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021299	Mycobacterium phage PegLeg	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028680	Mycobacterium phage Pepe	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024148	Mycobacterium phage Phantastic	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022969	Mycobacterium phage PhatBacter	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028844	Mycobacterium phage Phatniss	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021311	Mycobacterium phage Phaux	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028796	Mycobacterium phage Phayonce	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022063	Mycobacterium phage Phelemich	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028942	Mycobacterium phage Phipps	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_012027	Mycobacterium phage Phlyer	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
