virus	host
NC_013195	NC_022604
NC_013195	NC_007795
NC_013195	NC_002952
NC_013195	NC_002953
NC_013195	NC_002951
NC_013195	NC_007622
NC_013197	NC_017272
NC_013197	NC_017587
NC_013197	NC_005835
NC_013197	NC_006461
NC_013594	NC_007946
NC_013594	NC_008563
NC_013594	NC_009801
NC_013594	NC_010468
NC_013594	NC_010498
NC_013594	NC_011993
NC_013594	NC_012947
NC_013594	NC_017625
NC_013594	NC_017632
NC_013594	NC_017641
NC_013594	NC_017644
NC_013594	NC_017646
NC_013594	NC_016902
NC_013594	NC_017626
NC_013594	NC_017638
NC_013594	NC_017656
NC_013594	NC_009800
NC_013594	NC_010473
NC_013594	NC_017633
NC_013594	NC_007779
NC_013594	NC_011415
NC_013594	NC_011741
NC_013594	NC_011742
NC_013594	NC_011745
NC_013594	NC_011748
NC_013594	NC_012759
NC_013594	NC_012967
NC_013594	NC_013008
NC_013594	NC_013353
NC_013594	NC_013361
NC_013594	NC_013364
NC_013594	NC_017660
NC_013594	NC_017635
NC_013594	NC_017664
NC_013594	NC_017631
NC_013594	NC_012892
NC_013594	NC_012971
NC_013594	NC_013654
NC_013594	NC_020518
NC_013594	NC_013941
NC_013594	NC_017628
NC_013594	NC_017651
NC_013594	NC_017652
NC_013594	NC_017663
NC_013594	NC_017906
NC_013594	NC_018661
NC_013594	NC_018650
NC_013594	NC_020163
NC_013594	NC_022364
NC_013594	NC_022370
NC_013594	NC_022648
NC_013594	NC_000913
NC_013594	NC_011751
NC_013594	NC_011750
NC_013594	NC_017634
NC_013594	NC_018658
NC_013594	NC_002655
NC_013594	NC_002695
NC_013594	NC_004431
NC_013594	NC_008253
NC_013594	NC_011353
NC_013594	NC_011601
NC_013597	NC_016513
NC_013597	NC_017846
NC_013597	NC_013416
NC_013598	NC_017563
NC_013598	NC_017581
NC_013598	NC_017927
NC_013598	NC_008532
NC_013598	NC_006449
NC_013598	NC_006448
NC_013599	NC_010513
NC_013599	NC_010577
NC_013599	NC_017562
NC_013599	NC_002488
NC_013599	NC_004556
NC_013600	NC_007712
NC_013638	NC_012660
NC_013638	NC_007492
NC_013638	NC_017911
NC_013638	NC_016830
NC_013643	NC_017316
NC_013643	NC_017312
NC_013643	NC_018221
NC_013643	NC_019770
NC_013643	NC_004668
NC_013644	NC_017316
NC_013644	NC_017312
NC_013644	NC_018221
NC_013644	NC_019770
NC_013644	NC_004668
NC_013645	NC_017563
NC_013645	NC_017581
NC_013645	NC_017927
NC_013645	NC_008532
NC_013645	NC_006449
NC_013645	NC_006448
NC_013646	NC_017316
NC_013646	NC_017312
NC_013646	NC_018221
NC_013646	NC_019770
NC_013646	NC_004668
NC_013647	NC_012731
NC_013647	NC_018522
NC_013647	NC_017540
NC_013647	NC_009648
NC_013647	NC_011283
NC_013647	NC_022082
NC_013647	NC_022566
NC_013647	NC_016845
NC_013648	NC_017316
NC_013648	NC_017312
NC_013648	NC_018221
NC_013648	NC_019770
NC_013648	NC_004668
NC_013649	NC_012731
NC_013649	NC_018522
NC_013649	NC_017540
NC_013649	NC_009648
NC_013649	NC_011283
NC_013649	NC_022082
NC_013649	NC_022566
NC_013649	NC_016845
NC_013691	NC_008463
NC_013691	NC_009656
NC_013691	NC_011770
NC_013691	NC_017548
NC_013691	NC_020912
NC_013691	NC_021577
NC_013691	NC_017549
NC_013691	NC_018080
NC_013691	NC_022806
NC_013691	NC_022808
NC_013691	NC_023019
NC_013691	NC_023066
NC_013691	NC_023149
NC_013691	NC_002516
NC_013692	NC_008463
NC_013692	NC_009656
NC_013692	NC_011770
NC_013692	NC_017548
NC_013692	NC_020912
NC_013692	NC_021577
NC_013692	NC_017549
NC_013692	NC_018080
NC_013692	NC_022806
NC_013692	NC_022808
NC_013692	NC_023019
NC_013692	NC_023066
NC_013692	NC_023149
NC_013692	NC_002516
NC_013693	NC_010658
NC_013693	NC_007613
NC_013696	NC_017316
NC_013696	NC_017312
NC_013696	NC_018221
NC_013696	NC_019770
NC_013696	NC_004668
NC_013697	NC_010002
NC_013698	NC_009480
NC_013698	NC_010407
NC_013698	NC_020891
NC_014036	NC_012731
NC_014036	NC_018522
NC_014036	NC_017540
NC_014036	NC_009648
NC_014036	NC_011283
NC_014036	NC_022082
NC_014036	NC_022566
NC_014036	NC_016845
NC_014229	NC_003155
NC_014260	NC_007946
NC_014260	NC_008563
NC_014260	NC_009801
NC_014260	NC_010468
NC_014260	NC_010498
NC_014260	NC_011993
NC_014260	NC_012947
NC_014260	NC_017625
NC_014260	NC_017632
NC_014260	NC_017641
NC_014260	NC_017644
NC_014260	NC_017646
NC_014260	NC_016902
NC_014260	NC_017626
NC_014260	NC_017638
NC_014260	NC_017656
NC_014260	NC_009800
NC_014260	NC_010473
NC_014260	NC_017633
NC_014260	NC_007779
NC_014260	NC_011415
NC_014260	NC_011741
NC_014260	NC_011742
NC_014260	NC_011745
NC_014260	NC_011748
NC_014260	NC_012759
NC_014260	NC_012967
NC_014260	NC_013008
NC_014260	NC_013353
NC_014260	NC_013361
NC_014260	NC_013364
NC_014260	NC_017660
NC_014260	NC_017635
NC_014260	NC_017664
NC_014260	NC_017631
NC_014260	NC_012892
NC_014260	NC_012971
NC_014260	NC_013654
NC_014260	NC_020518
NC_014260	NC_013941
NC_014260	NC_017628
NC_014260	NC_017651
NC_014260	NC_017652
NC_014260	NC_017663
NC_014260	NC_017906
NC_014260	NC_018661
NC_014260	NC_018650
NC_014260	NC_020163
NC_014260	NC_022364
NC_014260	NC_022370
NC_014260	NC_022648
NC_014260	NC_000913
NC_014260	NC_011751
NC_014260	NC_011750
NC_014260	NC_017634
NC_014260	NC_018658
NC_014260	NC_002655
NC_014260	NC_002695
NC_014260	NC_004431
NC_014260	NC_008253
NC_014260	NC_011353
NC_014260	NC_011601
NC_014460	NC_007793
NC_014460	NC_009487
NC_014460	NC_009782
NC_014460	NC_013450
NC_014460	NC_017343
NC_014460	NC_017342
NC_014460	NC_017347
NC_014460	NC_017351
NC_014460	NC_017763
NC_014460	NC_017333
NC_014460	NC_017349
NC_014460	NC_020529
NC_014460	NC_020532
NC_014460	NC_020533
NC_014460	NC_020536
NC_014460	NC_020537
NC_014460	NC_020564
NC_014460	NC_020566
NC_014460	NC_020568
NC_014460	NC_021059
NC_014460	NC_009632
NC_014460	NC_009641
NC_014460	NC_016912
NC_014460	NC_016928
NC_014460	NC_021554
NC_014460	NC_022113
NC_014460	NC_003923
NC_014460	NC_002745
NC_014460	NC_002758
NC_014460	NC_010079
NC_014460	NC_017341
NC_014460	NC_017673
NC_014460	NC_017331
NC_014460	NC_017338
NC_014460	NC_016941
NC_014460	NC_017337
NC_014460	NC_018608
NC_014460	NC_021670
NC_014460	NC_017340
NC_014460	NC_022222
NC_014460	NC_022226
NC_014460	NC_022442
NC_014460	NC_022443
NC_014460	NC_022604
NC_014460	NC_007795
NC_014460	NC_002952
NC_014460	NC_002953
NC_014460	NC_002951
NC_014460	NC_007622
NC_014467	NC_007946
NC_014467	NC_008563
NC_014467	NC_009801
NC_014467	NC_010468
NC_014467	NC_010498
NC_014467	NC_011993
NC_014467	NC_012947
NC_014467	NC_017625
NC_014467	NC_017632
NC_014467	NC_017641
NC_014467	NC_017644
NC_014467	NC_017646
NC_014467	NC_016902
NC_014467	NC_017626
NC_014467	NC_017638
NC_014467	NC_017656
NC_014467	NC_009800
NC_014467	NC_010473
NC_014467	NC_017633
NC_014467	NC_007779
NC_014467	NC_011415
NC_014467	NC_011741
NC_014467	NC_011742
NC_014467	NC_011745
NC_014467	NC_011748
NC_014467	NC_012759
NC_014467	NC_012967
NC_014467	NC_013008
NC_014467	NC_013353
NC_014467	NC_013361
NC_014467	NC_013364
NC_014467	NC_017660
NC_014467	NC_017635
NC_014467	NC_017664
NC_014467	NC_017631
NC_014467	NC_012892
NC_014467	NC_012971
NC_014467	NC_013654
NC_014467	NC_020518
NC_014467	NC_013941
NC_014467	NC_017628
NC_014467	NC_017651
NC_014467	NC_017652
NC_014467	NC_017663
NC_014467	NC_017906
NC_014467	NC_018661
NC_014467	NC_018650
NC_014467	NC_020163
NC_014467	NC_022364
NC_014467	NC_022370
NC_014467	NC_022648
NC_014467	NC_000913
NC_014467	NC_011751
NC_014467	NC_011750
NC_014467	NC_017634
NC_014467	NC_018658
NC_014467	NC_002655
NC_014467	NC_002695
NC_014467	NC_004431
NC_014467	NC_008253
NC_014467	NC_011353
NC_014467	NC_011601
NC_014595	NC_016822
NC_014595	NC_007384
NC_014635	NC_009348
NC_014636	NC_009348
NC_014662	NC_007946
NC_014662	NC_008563
NC_014662	NC_009801
NC_014662	NC_010468
NC_014662	NC_010498
NC_014662	NC_011993
NC_014662	NC_012947
NC_014662	NC_017625
NC_014662	NC_017632
NC_014662	NC_017641
NC_014662	NC_017644
NC_014662	NC_017646
NC_014662	NC_016902
NC_014662	NC_017626
NC_014662	NC_017638
NC_014662	NC_017656
NC_014662	NC_009800
NC_014662	NC_010473
NC_014662	NC_017633
NC_014662	NC_007779
NC_014662	NC_011415
NC_014662	NC_011741
NC_014662	NC_011742
NC_014662	NC_011745
NC_014662	NC_011748
NC_014662	NC_012759
NC_014662	NC_012967
NC_014662	NC_013008
NC_014662	NC_013353
NC_014662	NC_013361
NC_014662	NC_013364
NC_014662	NC_017660
NC_014662	NC_017635
NC_014662	NC_017664
NC_014662	NC_017631
NC_014662	NC_012892
NC_014662	NC_012971
NC_014662	NC_013654
NC_014662	NC_020518
NC_014662	NC_013941
NC_014662	NC_017628
NC_014662	NC_017651
NC_014662	NC_017652
NC_014662	NC_017663
NC_014662	NC_017906
NC_014662	NC_018661
NC_014662	NC_018650
NC_014662	NC_020163
NC_014662	NC_022364
NC_014662	NC_022370
NC_014662	NC_022648
NC_014662	NC_000913
NC_014662	NC_011751
NC_014662	NC_011750
NC_014662	NC_017634
NC_014662	NC_018658
NC_014662	NC_002655
NC_014662	NC_002695
NC_014662	NC_004431
NC_014662	NC_008253
NC_014662	NC_011353
NC_014662	NC_011601
NC_014792	NC_007946
NC_014792	NC_008563
NC_014792	NC_009801
NC_014792	NC_010468
NC_014792	NC_010498
NC_014792	NC_011993
NC_014792	NC_012947
NC_014792	NC_017625
NC_014792	NC_017632
NC_014792	NC_017641
NC_014792	NC_017644
NC_014792	NC_017646
NC_014792	NC_016902
NC_014792	NC_017626
NC_014792	NC_017638
NC_014792	NC_017656
NC_014792	NC_009800
NC_014792	NC_010473
NC_014792	NC_017633
NC_014792	NC_007779
NC_014792	NC_011415
NC_014792	NC_011741
NC_014792	NC_011742
NC_014792	NC_011745
NC_014792	NC_011748
NC_014792	NC_012759
NC_014792	NC_012967
NC_014792	NC_013008
NC_014792	NC_013353
NC_014792	NC_013361
NC_014792	NC_013364
NC_014792	NC_017660
NC_014792	NC_017635
NC_014792	NC_017664
NC_014792	NC_017631
NC_014792	NC_012892
NC_014792	NC_012971
NC_014792	NC_013654
NC_014792	NC_020518
NC_014792	NC_013941
NC_014792	NC_017628
NC_014792	NC_017651
NC_014792	NC_017652
NC_014792	NC_017663
NC_014792	NC_017906
NC_014792	NC_018661
NC_014792	NC_018650
NC_014792	NC_020163
NC_014792	NC_022364
NC_014792	NC_022370
NC_014792	NC_022648
NC_014792	NC_000913
NC_014792	NC_011751
NC_014792	NC_011750
NC_014792	NC_017634
NC_014792	NC_018658
NC_014792	NC_002655
NC_014792	NC_002695
NC_014792	NC_004431
NC_014792	NC_008253
NC_014792	NC_011353
NC_014792	NC_011601
NC_014900	NC_010067
NC_014900	NC_010102
NC_014900	NC_011080
NC_014900	NC_011083
NC_014900	NC_011094
NC_014900	NC_011149
NC_014900	NC_011147
NC_014900	NC_011205
NC_014900	NC_011274
NC_014900	NC_011294
NC_014900	NC_012125
NC_014900	NC_016856
NC_014900	NC_016810
NC_014900	NC_016831
NC_014900	NC_016860
NC_014900	NC_016863
NC_014900	NC_016857
NC_014900	NC_017046
NC_014900	NC_017623
NC_014900	NC_020307
NC_014900	NC_021151
NC_014900	NC_021176
NC_014900	NC_021902
NC_014900	NC_021984
NC_014900	NC_006511
NC_014900	NC_016832
NC_014900	NC_022569
NC_014900	NC_021810
NC_014900	NC_021820
NC_014900	NC_021844
NC_014900	NC_021812
NC_014900	NC_021814
NC_014900	NC_021818
NC_014900	NC_022544
NC_014900	NC_022525
NC_014900	NC_022991
NC_014900	NC_022221
NC_014900	NC_003197
NC_014900	NC_003198
NC_014900	NC_004631
NC_014900	NC_006905
NC_015157	NC_012578
NC_015157	NC_012582
NC_015157	NC_012583
NC_015157	NC_012580
NC_015157	NC_012667
NC_015157	NC_012668
NC_015157	NC_016446
NC_015157	NC_016945
NC_015157	NC_017269
NC_015157	NC_017270
NC_015157	NC_016445
NC_015157	NC_016944
NC_015157	NC_009457
NC_015157	NC_009456
NC_015157	NC_002505
NC_015157	NC_002506
NC_015158	NC_012578
NC_015158	NC_012582
NC_015158	NC_012583
NC_015158	NC_012580
NC_015158	NC_012667
NC_015158	NC_012668
NC_015158	NC_016446
NC_015158	NC_016945
NC_015158	NC_017269
NC_015158	NC_017270
NC_015158	NC_016445
NC_015158	NC_016944
NC_015158	NC_009457
NC_015158	NC_009456
NC_015158	NC_002505
NC_015158	NC_002506
NC_015159	NC_012578
NC_015159	NC_012582
NC_015159	NC_012583
NC_015159	NC_012580
NC_015159	NC_012667
NC_015159	NC_012668
NC_015159	NC_016446
NC_015159	NC_016945
NC_015159	NC_017269
NC_015159	NC_017270
NC_015159	NC_016445
NC_015159	NC_016944
NC_015159	NC_009457
NC_015159	NC_009456
NC_015159	NC_002505
NC_015159	NC_002506
NC_015209	NC_012578
NC_015209	NC_012582
NC_015209	NC_012583
NC_015209	NC_012580
NC_015209	NC_012667
NC_015209	NC_012668
NC_015209	NC_016446
NC_015209	NC_016945
NC_015209	NC_017269
NC_015209	NC_017270
NC_015209	NC_016445
NC_015209	NC_016944
NC_015209	NC_009457
NC_015209	NC_009456
NC_015209	NC_002505
NC_015209	NC_002506
NC_015210	NC_014158
NC_015249	NC_007946
NC_015249	NC_008563
NC_015249	NC_009801
NC_015249	NC_010468
NC_015249	NC_010498
NC_015249	NC_011993
NC_015249	NC_012947
NC_015249	NC_017625
NC_015249	NC_017632
NC_015249	NC_017641
NC_015249	NC_017644
NC_015249	NC_017646
NC_015249	NC_016902
NC_015249	NC_017626
NC_015249	NC_017638
NC_015249	NC_017656
NC_015249	NC_009800
NC_015249	NC_010473
NC_015249	NC_017633
NC_015249	NC_007779
NC_015249	NC_011415
NC_015249	NC_011741
NC_015249	NC_011742
NC_015249	NC_011745
NC_015249	NC_011748
NC_015249	NC_012759
NC_015249	NC_012967
NC_015249	NC_013008
NC_015249	NC_013353
NC_015249	NC_013361
NC_015249	NC_013364
NC_015249	NC_017660
NC_015249	NC_017635
NC_015249	NC_017664
NC_015249	NC_017631
NC_015249	NC_012892
NC_015249	NC_012971
NC_015249	NC_013654
NC_015249	NC_020518
NC_015249	NC_013941
NC_015249	NC_017628
NC_015249	NC_017651
NC_015249	NC_017652
NC_015249	NC_017663
NC_015249	NC_017906
NC_015249	NC_018661
NC_015249	NC_018650
NC_015249	NC_020163
NC_015249	NC_022364
NC_015249	NC_022370
NC_015249	NC_022648
NC_015249	NC_000913
NC_015249	NC_011751
NC_015249	NC_011750
NC_015249	NC_017634
NC_015249	NC_018658
NC_015249	NC_002655
NC_015249	NC_002695
NC_015249	NC_004431
NC_015249	NC_008253
NC_015249	NC_011353
NC_015249	NC_011601
NC_015251	NC_009348
NC_015262	NC_013315
NC_015262	NC_013316
NC_015262	NC_017177
NC_015262	NC_017175
NC_015262	NC_017179
NC_015262	NC_017178
NC_015262	NC_009089
NC_015263	NC_009004
NC_015263	NC_013656
NC_015263	NC_017486
NC_015263	NC_017492
NC_015263	NC_017949
NC_015263	NC_019435
NC_015263	NC_008527
NC_015263	NC_020450
NC_015263	NC_022369
NC_015263	NC_022593
NC_015263	NC_002662
NC_015264	NC_012660
NC_015264	NC_007492
NC_015264	NC_017911
NC_015264	NC_016830
NC_015265	NC_008060
NC_015265	NC_008061
NC_015265	NC_008062
NC_015265	NC_008544
NC_015265	NC_008542
NC_015265	NC_008543
NC_015265	NC_010508
NC_015265	NC_010512
NC_015265	NC_010515
NC_015265	NC_011002
NC_015265	NC_011000
NC_015265	NC_011001
NC_015266	NC_010551
NC_015266	NC_010552
NC_015266	NC_010557
NC_015266	NC_008392
NC_015266	NC_008390
NC_015266	NC_008391
NC_015270	NC_017316
NC_015270	NC_017312
NC_015270	NC_018221
NC_015270	NC_019770
NC_015270	NC_004668
NC_015271	NC_010067
NC_015271	NC_010102
NC_015271	NC_011080
NC_015271	NC_011083
NC_015271	NC_011094
NC_015271	NC_011149
NC_015271	NC_011147
NC_015271	NC_011205
NC_015271	NC_011274
NC_015271	NC_011294
NC_015271	NC_012125
NC_015271	NC_016856
NC_015271	NC_016810
NC_015271	NC_016831
NC_015271	NC_016860
NC_015271	NC_016863
NC_015271	NC_016857
NC_015271	NC_017046
NC_015271	NC_017623
NC_015271	NC_020307
NC_015271	NC_021151
NC_015271	NC_021176
NC_015271	NC_021902
NC_015271	NC_021984
NC_015271	NC_006511
NC_015271	NC_016832
NC_015271	NC_022569
NC_015271	NC_021810
NC_015271	NC_021820
NC_015271	NC_021844
NC_015271	NC_021812
NC_015271	NC_021814
NC_015271	NC_021818
NC_015271	NC_022544
NC_015271	NC_022525
NC_015271	NC_022991
NC_015271	NC_022221
NC_015271	NC_003197
NC_015271	NC_003198
NC_015271	NC_004631
NC_015271	NC_006905
NC_015273	NC_008060
NC_015273	NC_008061
NC_015273	NC_008062
NC_015273	NC_008544
NC_015273	NC_008542
NC_015273	NC_008543
NC_015273	NC_010508
NC_015273	NC_010512
NC_015273	NC_010515
NC_015273	NC_011002
NC_015273	NC_011000
NC_015273	NC_011001
NC_015274	NC_008533
NC_015274	NC_010380
NC_015274	NC_010582
NC_015274	NC_011072
NC_015274	NC_011900
NC_015274	NC_012466
NC_015274	NC_012467
NC_015274	NC_012468
NC_015274	NC_012469
NC_015274	NC_014251
NC_015274	NC_017591
NC_015274	NC_017592
NC_015274	NC_017593
NC_015274	NC_018630
NC_015274	NC_017769
NC_015274	NC_014494
NC_015274	NC_014498
NC_015274	NC_018594
NC_015274	NC_003028
NC_015274	NC_003098
NC_015294	NC_008463
NC_015294	NC_009656
NC_015294	NC_011770
NC_015294	NC_017548
NC_015294	NC_020912
NC_015294	NC_021577
NC_015294	NC_017549
NC_015294	NC_018080
NC_015294	NC_022806
NC_015294	NC_022808
NC_015294	NC_023019
NC_015294	NC_023066
NC_015294	NC_023149
NC_015294	NC_002516
NC_015296	NC_010067
NC_015296	NC_010102
NC_015296	NC_011080
NC_015296	NC_011083
NC_015296	NC_011094
NC_015296	NC_011149
NC_015296	NC_011147
NC_015296	NC_011205
NC_015296	NC_011274
NC_015296	NC_011294
NC_015296	NC_012125
NC_015296	NC_016856
NC_015296	NC_016810
NC_015296	NC_016831
NC_015296	NC_016860
NC_015296	NC_016863
NC_015296	NC_016857
NC_015296	NC_017046
NC_015296	NC_017623
NC_015296	NC_020307
NC_015296	NC_021151
NC_015296	NC_021176
NC_015296	NC_021902
NC_015296	NC_021984
NC_015296	NC_006511
NC_015296	NC_016832
NC_015296	NC_022569
NC_015296	NC_021810
NC_015296	NC_021820
NC_015296	NC_021844
NC_015296	NC_021812
NC_015296	NC_021814
NC_015296	NC_021818
NC_015296	NC_022544
NC_015296	NC_022525
NC_015296	NC_022991
NC_015296	NC_022221
NC_015296	NC_003197
NC_015296	NC_003198
NC_015296	NC_004631
NC_015296	NC_006905
NC_015297	NC_017574
NC_015297	NC_003295
NC_015297	NC_014307
NC_015297	NC_017559
NC_015297	NC_020799
NC_015297	NC_014311
NC_015456	NC_008258
NC_015456	NC_017328
NC_015456	NC_004741
NC_015456	NC_004337
NC_015457	NC_008258
NC_015457	NC_017328
NC_015457	NC_004741
NC_015457	NC_004337
NC_015464	NC_008787
NC_015464	NC_009707
NC_015464	NC_009839
NC_015464	NC_017280
NC_015464	NC_017281
NC_015464	NC_017279
NC_015464	NC_014802
NC_015464	NC_018709
NC_015464	NC_018521
NC_015464	NC_021834
NC_015464	NC_022362
NC_015464	NC_002163
NC_015464	NC_003912
NC_015466	NC_008209
NC_015568	NC_013315
NC_015568	NC_013316
NC_015568	NC_017177
NC_015568	NC_017175
NC_015568	NC_017179
NC_015568	NC_017178
NC_015568	NC_009089
NC_015586	NC_010943
NC_015586	NC_011071
NC_015586	NC_015947
NC_015586	NC_017671
NC_015721	NC_019567
NC_015721	NC_005363
NC_015937	NC_017272
NC_015937	NC_017587
NC_015937	NC_005835
NC_015937	NC_006461
NC_015938	NC_010067
NC_015938	NC_010102
NC_015938	NC_011080
NC_015938	NC_011083
NC_015938	NC_011094
NC_015938	NC_011149
NC_015938	NC_011147
NC_015938	NC_011205
NC_015938	NC_011274
NC_015938	NC_011294
NC_015938	NC_012125
NC_015938	NC_016856
NC_015938	NC_016810
NC_015938	NC_016831
NC_015938	NC_016860
NC_015938	NC_016863
NC_015938	NC_016857
NC_015938	NC_017046
NC_015938	NC_017623
NC_015938	NC_020307
NC_015938	NC_021151
NC_015938	NC_021176
NC_015938	NC_021902
NC_015938	NC_021984
NC_015938	NC_006511
NC_015938	NC_016832
NC_015938	NC_022569
NC_015938	NC_021810
NC_015938	NC_021820
NC_015938	NC_021844
NC_015938	NC_021812
NC_015938	NC_021814
NC_015938	NC_021818
NC_015938	NC_022544
NC_015938	NC_022525
NC_015938	NC_022991
NC_015938	NC_022221
NC_015938	NC_003197
NC_015938	NC_003198
NC_015938	NC_004631
NC_015938	NC_006905
NC_016071	NC_010067
NC_016071	NC_010102
NC_016071	NC_011080
NC_016071	NC_011083
NC_016071	NC_011094
NC_016071	NC_011149
NC_016071	NC_011147
NC_016071	NC_011205
NC_016071	NC_011274
NC_016071	NC_011294
NC_016071	NC_012125
NC_016071	NC_016856
NC_016071	NC_016810
NC_016071	NC_016831
NC_016071	NC_016860
NC_016071	NC_016863
NC_016071	NC_016857
NC_016071	NC_017046
NC_016071	NC_017623
NC_016071	NC_020307
NC_016071	NC_021151
NC_016071	NC_021176
NC_016071	NC_021902
NC_016071	NC_021984
NC_016071	NC_006511
NC_016071	NC_016832
NC_016071	NC_022569
NC_016071	NC_021810
NC_016071	NC_021820
NC_016071	NC_021844
NC_016071	NC_021812
NC_016071	NC_021814
NC_016071	NC_021818
NC_016071	NC_022544
NC_016071	NC_022525
NC_016071	NC_022991
NC_016071	NC_022221
NC_016071	NC_003197
NC_016071	NC_003198
NC_016071	NC_004631
NC_016071	NC_006905
NC_016158	NC_007946
NC_016158	NC_008563
NC_016158	NC_009801
NC_016158	NC_010468
NC_016158	NC_010498
NC_016158	NC_011993
NC_016158	NC_012947
NC_016158	NC_017625
NC_016158	NC_017632
NC_016158	NC_017641
NC_016158	NC_017644
NC_016158	NC_017646
NC_016158	NC_016902
NC_016158	NC_017626
NC_016158	NC_017638
NC_016158	NC_017656
NC_016158	NC_009800
NC_016158	NC_010473
NC_016158	NC_017633
NC_016158	NC_007779
NC_016158	NC_011415
NC_016158	NC_011741
NC_016158	NC_011742
NC_016158	NC_011745
NC_016158	NC_011748
NC_016158	NC_012759
NC_016158	NC_012967
NC_016158	NC_013008
NC_016158	NC_013353
NC_016158	NC_013361
NC_016158	NC_013364
NC_016158	NC_017660
NC_016158	NC_017635
NC_016158	NC_017664
NC_016158	NC_017631
NC_016158	NC_012892
NC_016158	NC_012971
NC_016158	NC_013654
NC_016158	NC_020518
NC_016158	NC_013941
NC_016158	NC_017628
NC_016158	NC_017651
NC_016158	NC_017652
NC_016158	NC_017663
NC_016158	NC_017906
NC_016158	NC_018661
NC_016158	NC_018650
NC_016158	NC_020163
NC_016158	NC_022364
NC_016158	NC_022370
NC_016158	NC_022648
NC_016158	NC_000913
NC_016158	NC_011751
NC_016158	NC_011750
NC_016158	NC_017634
NC_016158	NC_018658
NC_016158	NC_002655
NC_016158	NC_002695
NC_016158	NC_004431
NC_016158	NC_008253
NC_016158	NC_011353
NC_016158	NC_011601
NC_016160	NC_007946
NC_016160	NC_008563
NC_016160	NC_009801
NC_016160	NC_010468
NC_016160	NC_010498
NC_016160	NC_011993
NC_016160	NC_012947
NC_016160	NC_017625
NC_016160	NC_017632
NC_016160	NC_017641
NC_016160	NC_017644
NC_016160	NC_017646
NC_016160	NC_016902
NC_016160	NC_017626
NC_016160	NC_017638
NC_016160	NC_017656
NC_016160	NC_009800
NC_016160	NC_010473
NC_016160	NC_017633
NC_016160	NC_007779
NC_016160	NC_011415
NC_016160	NC_011741
NC_016160	NC_011742
NC_016160	NC_011745
NC_016160	NC_011748
NC_016160	NC_012759
NC_016160	NC_012967
NC_016160	NC_013008
NC_016160	NC_013353
NC_016160	NC_013361
NC_016160	NC_013364
NC_016160	NC_017660
NC_016160	NC_017635
NC_016160	NC_017664
NC_016160	NC_017631
NC_016160	NC_012892
NC_016160	NC_012971
NC_016160	NC_013654
NC_016160	NC_020518
NC_016160	NC_013941
NC_016160	NC_017628
NC_016160	NC_017651
NC_016160	NC_017652
NC_016160	NC_017663
NC_016160	NC_017906
NC_016160	NC_018661
NC_016160	NC_018650
NC_016160	NC_020163
NC_016160	NC_022364
NC_016160	NC_022370
NC_016160	NC_022648
NC_016160	NC_000913
NC_016160	NC_011751
NC_016160	NC_011750
NC_016160	NC_017634
NC_016160	NC_018658
NC_016160	NC_002655
NC_016160	NC_002695
NC_016160	NC_004431
NC_016160	NC_008253
NC_016160	NC_011353
NC_016160	NC_011601
NC_016162	NC_012578
NC_016162	NC_012582
NC_016162	NC_012583
NC_016162	NC_012580
NC_016162	NC_012667
NC_016162	NC_012668
NC_016162	NC_016446
NC_016162	NC_016945
NC_016162	NC_017269
NC_016162	NC_017270
NC_016162	NC_016445
NC_016162	NC_016944
NC_016162	NC_009457
NC_016162	NC_009456
NC_016162	NC_002505
NC_016162	NC_002506
NC_016163	NC_015224
NC_016163	NC_017564
NC_016163	NC_008800
NC_016165	NC_014034
NC_016562	NC_008787
NC_016562	NC_009707
NC_016562	NC_009839
NC_016562	NC_017280
NC_016562	NC_017281
NC_016562	NC_017279
NC_016562	NC_014802
NC_016562	NC_018709
NC_016562	NC_018521
NC_016562	NC_021834
NC_016562	NC_022362
NC_016562	NC_002163
NC_016562	NC_003912
NC_016563	NC_011658
NC_016563	NC_011725
NC_016563	NC_011772
NC_016563	NC_011773
NC_016563	NC_011969
NC_016563	NC_012472
NC_016563	NC_014335
NC_016563	NC_018491
NC_016563	NC_016771
NC_016563	NC_016779
NC_016563	NC_004722
NC_016563	NC_003909
NC_016563	NC_006274
NC_016565	NC_007793
NC_016565	NC_009487
NC_016565	NC_009782
NC_016565	NC_013450
NC_016565	NC_017343
NC_016565	NC_017342
NC_016565	NC_017347
NC_016565	NC_017351
NC_016565	NC_017763
NC_016565	NC_017333
NC_016565	NC_017349
NC_016565	NC_020529
NC_016565	NC_020532
NC_016565	NC_020533
NC_016565	NC_020536
NC_016565	NC_020537
NC_016565	NC_020564
NC_016565	NC_020566
NC_016565	NC_020568
NC_016565	NC_021059
NC_016565	NC_009632
NC_016565	NC_009641
NC_016565	NC_016912
NC_016565	NC_016928
NC_016565	NC_021554
NC_016565	NC_022113
NC_016565	NC_003923
NC_016565	NC_002745
NC_016565	NC_002758
NC_016565	NC_010079
NC_016565	NC_017341
NC_016565	NC_017673
NC_016565	NC_017331
NC_016565	NC_017338
NC_016565	NC_016941
NC_016565	NC_017337
NC_016565	NC_018608
NC_016565	NC_021670
NC_016565	NC_017340
NC_016565	NC_022222
NC_016565	NC_022226
NC_016565	NC_022442
NC_016565	NC_022443
NC_016565	NC_022604
NC_016565	NC_007795
